region_id	chromosome	start	end	length	num_populations_total	population_label	max_overlap_fraction
EntNic_HiC_scaffold_1_R11	HiC_scaffold_1	3108487	3137368	28882	20	South-East_Outgroup_2(East Jylland)	0.176
EntNic_HiC_scaffold_1_R11	HiC_scaffold_1	3108487	3137368	28882	20	South-East_South Costal Denmark	0.243
EntNic_HiC_scaffold_1_R12	HiC_scaffold_1	3139011	3170224	31214	8	North-West_Middle Jylland	0.286
EntNic_HiC_scaffold_1_R12	HiC_scaffold_1	3139011	3170224	31214	8	North-West_North Jylland (Middle)	0.056
EntNic_HiC_scaffold_1_R12	HiC_scaffold_1	3139011	3170224	31214	8	North-West_North Jylland (Top)	0.131
EntNic_HiC_scaffold_1_R12	HiC_scaffold_1	3139011	3170224	31214	8	North-West_North Jylland (West)	0.707
EntNic_HiC_scaffold_1_R12	HiC_scaffold_1	3139011	3170224	31214	8	Outgroup_1	0.0
EntNic_HiC_scaffold_1_R12	HiC_scaffold_1	3139011	3170224	31214	8	South-East_East Jylland	0.0
EntNic_HiC_scaffold_1_R12	HiC_scaffold_1	3139011	3170224	31214	8	South-East_North Sjaeland	0.0
EntNic_HiC_scaffold_1_R12	HiC_scaffold_1	3139011	3170224	31214	8	South-East_Outgroup_2(East Jylland)	0.0
EntNic_HiC_scaffold_1_R12	HiC_scaffold_1	3139011	3170224	31214	8	South-East_South Costal Denmark	0.0
EntNic_HiC_scaffold_1_R16	HiC_scaffold_1	3441529	3457221	15693	1	North-West_Middle Jylland	0.0
EntNic_HiC_scaffold_1_R16	HiC_scaffold_1	3441529	3457221	15693	1	North-West_North Jylland (Middle)	0.0
EntNic_HiC_scaffold_1_R16	HiC_scaffold_1	3441529	3457221	15693	1	North-West_North Jylland (Top)	0.0
EntNic_HiC_scaffold_1_R16	HiC_scaffold_1	3441529	3457221	15693	1	North-West_North Jylland (West)	0.0
EntNic_HiC_scaffold_1_R16	HiC_scaffold_1	3441529	3457221	15693	1	Outgroup_1	0.0
EntNic_HiC_scaffold_1_R16	HiC_scaffold_1	3441529	3457221	15693	1	South-East_East Jylland	0.0
EntNic_HiC_scaffold_1_R16	HiC_scaffold_1	3441529	3457221	15693	1	South-East_North Sjaeland	1.0
EntNic_HiC_scaffold_1_R16	HiC_scaffold_1	3441529	3457221	15693	1	South-East_Outgroup_2(East Jylland)	0.0
EntNic_HiC_scaffold_1_R16	HiC_scaffold_1	3441529	3457221	15693	1	South-East_South Costal Denmark	0.0
EntNic_HiC_scaffold_1_R22	HiC_scaffold_1	6782264	6795885	13622	4	North-West_Middle Jylland	0.0
EntNic_HiC_scaffold_1_R22	HiC_scaffold_1	6782264	6795885	13622	4	North-West_North Jylland (Middle)	1.0
EntNic_HiC_scaffold_1_R22	HiC_scaffold_1	6782264	6795885	13622	4	North-West_North Jylland (Top)	0.911
EntNic_HiC_scaffold_1_R22	HiC_scaffold_1	6782264	6795885	13622	4	North-West_North Jylland (West)	0.0
EntNic_HiC_scaffold_1_R22	HiC_scaffold_1	6782264	6795885	13622	4	Outgroup_1	0.0
EntNic_HiC_scaffold_1_R22	HiC_scaffold_1	6782264	6795885	13622	4	South-East_East Jylland	0.488
EntNic_HiC_scaffold_1_R22	HiC_scaffold_1	6782264	6795885	13622	4	South-East_North Sjaeland	0.0
EntNic_HiC_scaffold_1_R22	HiC_scaffold_1	6782264	6795885	13622	4	South-East_Outgroup_2(East Jylland)	0.0
EntNic_HiC_scaffold_1_R22	HiC_scaffold_1	6782264	6795885	13622	4	South-East_South Costal Denmark	0.0
EntNic_HiC_scaffold_1_R23	HiC_scaffold_1	6796932	6966801	169870	22	North-West_Middle Jylland	0.057
EntNic_HiC_scaffold_1_R23	HiC_scaffold_1	6796932	6966801	169870	22	North-West_North Jylland (Middle)	0.782
EntNic_HiC_scaffold_1_R23	HiC_scaffold_1	6796932	6966801	169870	22	North-West_North Jylland (Top)	0.173
EntNic_HiC_scaffold_1_R23	HiC_scaffold_1	6796932	6966801	169870	22	North-West_North Jylland (West)	0.264
EntNic_HiC_scaffold_1_R23	HiC_scaffold_1	6796932	6966801	169870	22	Outgroup_1	0.01
EntNic_HiC_scaffold_1_R23	HiC_scaffold_1	6796932	6966801	169870	22	South-East_East Jylland	0.556
EntNic_HiC_scaffold_1_R23	HiC_scaffold_1	6796932	6966801	169870	22	South-East_North Sjaeland	0.119
EntNic_HiC_scaffold_1_R23	HiC_scaffold_1	6796932	6966801	169870	22	South-East_Outgroup_2(East Jylland)	0.0
EntNic_HiC_scaffold_1_R23	HiC_scaffold_1	6796932	6966801	169870	22	South-East_South Costal Denmark	0.01
EntNic_HiC_scaffold_1_R25	HiC_scaffold_1	8880198	8890970	10773	1	North-West_Middle Jylland	0.0
EntNic_HiC_scaffold_1_R25	HiC_scaffold_1	8880198	8890970	10773	1	North-West_North Jylland (Middle)	1.0
EntNic_HiC_scaffold_1_R25	HiC_scaffold_1	8880198	8890970	10773	1	North-West_North Jylland (Top)	0.0
EntNic_HiC_scaffold_1_R25	HiC_scaffold_1	8880198	8890970	10773	1	North-West_North Jylland (West)	0.0
EntNic_HiC_scaffold_1_R25	HiC_scaffold_1	8880198	8890970	10773	1	Outgroup_1	0.0
EntNic_HiC_scaffold_1_R25	HiC_scaffold_1	8880198	8890970	10773	1	South-East_East Jylland	0.0
EntNic_HiC_scaffold_1_R25	HiC_scaffold_1	8880198	8890970	10773	1	South-East_North Sjaeland	0.0
EntNic_HiC_scaffold_1_R25	HiC_scaffold_1	8880198	8890970	10773	1	South-East_Outgroup_2(East Jylland)	0.0
EntNic_HiC_scaffold_1_R25	HiC_scaffold_1	8880198	8890970	10773	1	South-East_South Costal Denmark	0.0
EntNic_HiC_scaffold_1_R27	HiC_scaffold_1	9018914	9047895	28982	9	North-West_Middle Jylland	0.0
EntNic_HiC_scaffold_1_R27	HiC_scaffold_1	9018914	9047895	28982	9	North-West_North Jylland (Middle)	0.0
EntNic_HiC_scaffold_1_R27	HiC_scaffold_1	9018914	9047895	28982	9	North-West_North Jylland (Top)	0.0
EntNic_HiC_scaffold_1_R27	HiC_scaffold_1	9018914	9047895	28982	9	North-West_North Jylland (West)	0.0
EntNic_HiC_scaffold_1_R27	HiC_scaffold_1	9018914	9047895	28982	9	Outgroup_1	0.977
EntNic_HiC_scaffold_1_R27	HiC_scaffold_1	9018914	9047895	28982	9	South-East_East Jylland	0.037
EntNic_HiC_scaffold_1_R27	HiC_scaffold_1	9018914	9047895	28982	9	South-East_North Sjaeland	1.0
EntNic_HiC_scaffold_1_R27	HiC_scaffold_1	9018914	9047895	28982	9	South-East_Outgroup_2(East Jylland)	0.0
EntNic_HiC_scaffold_1_R27	HiC_scaffold_1	9018914	9047895	28982	9	South-East_South Costal Denmark	0.543
EntNic_HiC_scaffold_1_R29	HiC_scaffold_1	14101905	14114635	12731	4	North-West_Middle Jylland	0.0
EntNic_HiC_scaffold_1_R29	HiC_scaffold_1	14101905	14114635	12731	4	North-West_North Jylland (Middle)	0.0
EntNic_HiC_scaffold_1_R29	HiC_scaffold_1	14101905	14114635	12731	4	North-West_North Jylland (Top)	0.0
EntNic_HiC_scaffold_1_R29	HiC_scaffold_1	14101905	14114635	12731	4	North-West_North Jylland (West)	0.0
EntNic_HiC_scaffold_1_R29	HiC_scaffold_1	14101905	14114635	12731	4	Outgroup_1	0.0
EntNic_HiC_scaffold_1_R29	HiC_scaffold_1	14101905	14114635	12731	4	South-East_East Jylland	1.0
EntNic_HiC_scaffold_1_R29	HiC_scaffold_1	14101905	14114635	12731	4	South-East_North Sjaeland	0.0
EntNic_HiC_scaffold_1_R29	HiC_scaffold_1	14101905	14114635	12731	4	South-East_Outgroup_2(East Jylland)	0.0
EntNic_HiC_scaffold_1_R29	HiC_scaffold_1	14101905	14114635	12731	4	South-East_South Costal Denmark	0.543
EntNic_HiC_scaffold_1_R30	HiC_scaffold_1	14159716	14170096	10381	11	North-West_Middle Jylland	0.816
EntNic_HiC_scaffold_1_R30	HiC_scaffold_1	14159716	14170096	10381	11	North-West_North Jylland (Middle)	0.906
EntNic_HiC_scaffold_1_R30	HiC_scaffold_1	14159716	14170096	10381	11	North-West_North Jylland (Top)	0.089
EntNic_HiC_scaffold_1_R30	HiC_scaffold_1	14159716	14170096	10381	11	North-West_North Jylland (West)	0.0
EntNic_HiC_scaffold_1_R30	HiC_scaffold_1	14159716	14170096	10381	11	Outgroup_1	0.0
EntNic_HiC_scaffold_1_R30	HiC_scaffold_1	14159716	14170096	10381	11	South-East_East Jylland	0.119
EntNic_HiC_scaffold_1_R30	HiC_scaffold_1	14159716	14170096	10381	11	South-East_North Sjaeland	0.0
EntNic_HiC_scaffold_1_R30	HiC_scaffold_1	14159716	14170096	10381	11	South-East_Outgroup_2(East Jylland)	0.0
EntNic_HiC_scaffold_1_R30	HiC_scaffold_1	14159716	14170096	10381	11	South-East_South Costal Denmark	0.164
EntNic_HiC_scaffold_1_R33	HiC_scaffold_1	15959246	15970017	10772	12	North-West_Middle Jylland	0.0
EntNic_HiC_scaffold_1_R33	HiC_scaffold_1	15959246	15970017	10772	12	North-West_North Jylland (Middle)	0.0
EntNic_HiC_scaffold_1_R33	HiC_scaffold_1	15959246	15970017	10772	12	North-West_North Jylland (Top)	1.0
EntNic_HiC_scaffold_1_R33	HiC_scaffold_1	15959246	15970017	10772	12	North-West_North Jylland (West)	0.0
EntNic_HiC_scaffold_1_R33	HiC_scaffold_1	15959246	15970017	10772	12	Outgroup_1	0.672
EntNic_HiC_scaffold_1_R33	HiC_scaffold_1	15959246	15970017	10772	12	South-East_East Jylland	0.031
EntNic_HiC_scaffold_1_R33	HiC_scaffold_1	15959246	15970017	10772	12	South-East_North Sjaeland	0.467
EntNic_HiC_scaffold_1_R33	HiC_scaffold_1	15959246	15970017	10772	12	South-East_Outgroup_2(East Jylland)	0.519
EntNic_HiC_scaffold_1_R33	HiC_scaffold_1	15959246	15970017	10772	12	South-East_South Costal Denmark	0.558
EntNic_HiC_scaffold_1_R34	HiC_scaffold_1	16052237	16062299	10063	15	North-West_Middle Jylland	0.0
EntNic_HiC_scaffold_1_R34	HiC_scaffold_1	16052237	16062299	10063	15	North-West_North Jylland (Middle)	0.0
EntNic_HiC_scaffold_1_R34	HiC_scaffold_1	16052237	16062299	10063	15	North-West_North Jylland (Top)	1.0
EntNic_HiC_scaffold_1_R34	HiC_scaffold_1	16052237	16062299	10063	15	North-West_North Jylland (West)	0.0
EntNic_HiC_scaffold_1_R34	HiC_scaffold_1	16052237	16062299	10063	15	Outgroup_1	1.0
EntNic_HiC_scaffold_1_R34	HiC_scaffold_1	16052237	16062299	10063	15	South-East_East Jylland	0.323
EntNic_HiC_scaffold_1_R34	HiC_scaffold_1	16052237	16062299	10063	15	South-East_North Sjaeland	1.0
EntNic_HiC_scaffold_1_R34	HiC_scaffold_1	16052237	16062299	10063	15	South-East_Outgroup_2(East Jylland)	0.753
EntNic_HiC_scaffold_1_R34	HiC_scaffold_1	16052237	16062299	10063	15	South-East_South Costal Denmark	1.0
EntNic_HiC_scaffold_1_R41	HiC_scaffold_1	17923505	17934450	10946	4	North-West_Middle Jylland	0.0
EntNic_HiC_scaffold_1_R41	HiC_scaffold_1	17923505	17934450	10946	4	North-West_North Jylland (Middle)	0.0
EntNic_HiC_scaffold_1_R41	HiC_scaffold_1	17923505	17934450	10946	4	North-West_North Jylland (Top)	0.0
EntNic_HiC_scaffold_1_R41	HiC_scaffold_1	17923505	17934450	10946	4	North-West_North Jylland (West)	0.0
EntNic_HiC_scaffold_1_R41	HiC_scaffold_1	17923505	17934450	10946	4	Outgroup_1	0.0
EntNic_HiC_scaffold_1_R41	HiC_scaffold_1	17923505	17934450	10946	4	South-East_East Jylland	0.0
EntNic_HiC_scaffold_1_R41	HiC_scaffold_1	17923505	17934450	10946	4	South-East_North Sjaeland	0.883
EntNic_HiC_scaffold_1_R41	HiC_scaffold_1	17923505	17934450	10946	4	South-East_Outgroup_2(East Jylland)	0.0
EntNic_HiC_scaffold_1_R41	HiC_scaffold_1	17923505	17934450	10946	4	South-East_South Costal Denmark	0.0
EntNic_HiC_scaffold_1_R43	HiC_scaffold_1	18048111	18117344	69234	5	North-West_Middle Jylland	0.0
EntNic_HiC_scaffold_1_R43	HiC_scaffold_1	18048111	18117344	69234	5	North-West_North Jylland (Middle)	0.0
EntNic_HiC_scaffold_1_R43	HiC_scaffold_1	18048111	18117344	69234	5	North-West_North Jylland (Top)	0.0
EntNic_HiC_scaffold_1_R43	HiC_scaffold_1	18048111	18117344	69234	5	North-West_North Jylland (West)	0.0
EntNic_HiC_scaffold_1_R43	HiC_scaffold_1	18048111	18117344	69234	5	Outgroup_1	0.0
EntNic_HiC_scaffold_1_R43	HiC_scaffold_1	18048111	18117344	69234	5	South-East_East Jylland	0.006
EntNic_HiC_scaffold_1_R43	HiC_scaffold_1	18048111	18117344	69234	5	South-East_North Sjaeland	1.0
EntNic_HiC_scaffold_1_R43	HiC_scaffold_1	18048111	18117344	69234	5	South-East_Outgroup_2(East Jylland)	0.0
EntNic_HiC_scaffold_1_R43	HiC_scaffold_1	18048111	18117344	69234	5	South-East_South Costal Denmark	0.82
EntNic_HiC_scaffold_1_R48	HiC_scaffold_1	18178700	18247308	68609	12	North-West_Middle Jylland	0.0
EntNic_HiC_scaffold_1_R48	HiC_scaffold_1	18178700	18247308	68609	12	North-West_North Jylland (Middle)	0.271
EntNic_HiC_scaffold_1_R48	HiC_scaffold_1	18178700	18247308	68609	12	North-West_North Jylland (Top)	0.172
EntNic_HiC_scaffold_1_R48	HiC_scaffold_1	18178700	18247308	68609	12	North-West_North Jylland (West)	0.0
EntNic_HiC_scaffold_1_R48	HiC_scaffold_1	18178700	18247308	68609	12	Outgroup_1	0.011
EntNic_HiC_scaffold_1_R48	HiC_scaffold_1	18178700	18247308	68609	12	South-East_East Jylland	0.075
EntNic_HiC_scaffold_1_R48	HiC_scaffold_1	18178700	18247308	68609	12	South-East_North Sjaeland	0.365
EntNic_HiC_scaffold_1_R48	HiC_scaffold_1	18178700	18247308	68609	12	South-East_Outgroup_2(East Jylland)	0.0
EntNic_HiC_scaffold_1_R48	HiC_scaffold_1	18178700	18247308	68609	12	South-East_South Costal Denmark	1.0
EntNic_HiC_scaffold_1_R50	HiC_scaffold_1	18256048	18269359	13312	2	North-West_Middle Jylland	0.0
EntNic_HiC_scaffold_1_R50	HiC_scaffold_1	18256048	18269359	13312	2	North-West_North Jylland (Middle)	0.0
EntNic_HiC_scaffold_1_R50	HiC_scaffold_1	18256048	18269359	13312	2	North-West_North Jylland (Top)	0.0
EntNic_HiC_scaffold_1_R50	HiC_scaffold_1	18256048	18269359	13312	2	North-West_North Jylland (West)	0.0
EntNic_HiC_scaffold_1_R50	HiC_scaffold_1	18256048	18269359	13312	2	Outgroup_1	0.0
EntNic_HiC_scaffold_1_R50	HiC_scaffold_1	18256048	18269359	13312	2	South-East_East Jylland	0.0
EntNic_HiC_scaffold_1_R50	HiC_scaffold_1	18256048	18269359	13312	2	South-East_North Sjaeland	0.0
EntNic_HiC_scaffold_1_R50	HiC_scaffold_1	18256048	18269359	13312	2	South-East_Outgroup_2(East Jylland)	0.0
EntNic_HiC_scaffold_1_R50	HiC_scaffold_1	18256048	18269359	13312	2	South-East_South Costal Denmark	0.626
EntNic_HiC_scaffold_1_R57	HiC_scaffold_1	18551638	18594654	43017	22	North-West_Middle Jylland	0.359
EntNic_HiC_scaffold_1_R57	HiC_scaffold_1	18551638	18594654	43017	22	North-West_North Jylland (Middle)	0.528
EntNic_HiC_scaffold_1_R57	HiC_scaffold_1	18551638	18594654	43017	22	North-West_North Jylland (Top)	0.528
EntNic_HiC_scaffold_1_R57	HiC_scaffold_1	18551638	18594654	43017	22	North-West_North Jylland (West)	1.0
EntNic_HiC_scaffold_1_R57	HiC_scaffold_1	18551638	18594654	43017	22	Outgroup_1	0.145
EntNic_HiC_scaffold_1_R57	HiC_scaffold_1	18551638	18594654	43017	22	South-East_East Jylland	0.0
EntNic_HiC_scaffold_1_R57	HiC_scaffold_1	18551638	18594654	43017	22	South-East_North Sjaeland	0.0
EntNic_HiC_scaffold_1_R57	HiC_scaffold_1	18551638	18594654	43017	22	South-East_Outgroup_2(East Jylland)	0.0
EntNic_HiC_scaffold_1_R57	HiC_scaffold_1	18551638	18594654	43017	22	South-East_South Costal Denmark	0.0
EntNic_HiC_scaffold_1_R58	HiC_scaffold_1	18607681	18635322	27642	4	North-West_Middle Jylland	1.0
EntNic_HiC_scaffold_1_R58	HiC_scaffold_1	18607681	18635322	27642	4	North-West_North Jylland (Middle)	0.0
EntNic_HiC_scaffold_1_R58	HiC_scaffold_1	18607681	18635322	27642	4	North-West_North Jylland (Top)	0.0
EntNic_HiC_scaffold_1_R58	HiC_scaffold_1	18607681	18635322	27642	4	North-West_North Jylland (West)	0.0
EntNic_HiC_scaffold_1_R58	HiC_scaffold_1	18607681	18635322	27642	4	Outgroup_1	0.0
EntNic_HiC_scaffold_1_R58	HiC_scaffold_1	18607681	18635322	27642	4	South-East_East Jylland	0.0
EntNic_HiC_scaffold_1_R58	HiC_scaffold_1	18607681	18635322	27642	4	South-East_North Sjaeland	0.0
EntNic_HiC_scaffold_1_R58	HiC_scaffold_1	18607681	18635322	27642	4	South-East_Outgroup_2(East Jylland)	0.0
EntNic_HiC_scaffold_1_R58	HiC_scaffold_1	18607681	18635322	27642	4	South-East_South Costal Denmark	0.0
EntNic_HiC_scaffold_1_R61	HiC_scaffold_1	18727853	18779526	51674	24	North-West_Middle Jylland	0.495
EntNic_HiC_scaffold_1_R61	HiC_scaffold_1	18727853	18779526	51674	24	North-West_North Jylland (Middle)	0.368
EntNic_HiC_scaffold_1_R61	HiC_scaffold_1	18727853	18779526	51674	24	North-West_North Jylland (Top)	0.224
EntNic_HiC_scaffold_1_R61	HiC_scaffold_1	18727853	18779526	51674	24	North-West_North Jylland (West)	0.193
EntNic_HiC_scaffold_1_R61	HiC_scaffold_1	18727853	18779526	51674	24	Outgroup_1	0.326
EntNic_HiC_scaffold_1_R61	HiC_scaffold_1	18727853	18779526	51674	24	South-East_East Jylland	0.0
EntNic_HiC_scaffold_1_R61	HiC_scaffold_1	18727853	18779526	51674	24	South-East_North Sjaeland	0.0
EntNic_HiC_scaffold_1_R61	HiC_scaffold_1	18727853	18779526	51674	24	South-East_Outgroup_2(East Jylland)	0.0
EntNic_HiC_scaffold_1_R61	HiC_scaffold_1	18727853	18779526	51674	24	South-East_South Costal Denmark	0.326
EntNic_HiC_scaffold_1_R63	HiC_scaffold_1	19552550	19620379	67830	1	North-West_Middle Jylland	1.0
EntNic_HiC_scaffold_1_R63	HiC_scaffold_1	19552550	19620379	67830	1	North-West_North Jylland (Middle)	0.0
EntNic_HiC_scaffold_1_R63	HiC_scaffold_1	19552550	19620379	67830	1	North-West_North Jylland (Top)	0.0
EntNic_HiC_scaffold_1_R63	HiC_scaffold_1	19552550	19620379	67830	1	North-West_North Jylland (West)	0.0
EntNic_HiC_scaffold_1_R63	HiC_scaffold_1	19552550	19620379	67830	1	Outgroup_1	0.0
EntNic_HiC_scaffold_1_R63	HiC_scaffold_1	19552550	19620379	67830	1	South-East_East Jylland	0.0
EntNic_HiC_scaffold_1_R63	HiC_scaffold_1	19552550	19620379	67830	1	South-East_North Sjaeland	0.0
EntNic_HiC_scaffold_1_R63	HiC_scaffold_1	19552550	19620379	67830	1	South-East_Outgroup_2(East Jylland)	0.0
EntNic_HiC_scaffold_1_R63	HiC_scaffold_1	19552550	19620379	67830	1	South-East_South Costal Denmark	0.0
EntNic_HiC_scaffold_1_R65	HiC_scaffold_1	19747057	19790975	43919	5	North-West_Middle Jylland	0.0
EntNic_HiC_scaffold_1_R65	HiC_scaffold_1	19747057	19790975	43919	5	North-West_North Jylland (Middle)	0.002
EntNic_HiC_scaffold_1_R65	HiC_scaffold_1	19747057	19790975	43919	5	North-West_North Jylland (Top)	0.0
EntNic_HiC_scaffold_1_R65	HiC_scaffold_1	19747057	19790975	43919	5	North-West_North Jylland (West)	0.0
EntNic_HiC_scaffold_1_R65	HiC_scaffold_1	19747057	19790975	43919	5	Outgroup_1	1.0
EntNic_HiC_scaffold_1_R65	HiC_scaffold_1	19747057	19790975	43919	5	South-East_East Jylland	0.0
EntNic_HiC_scaffold_1_R65	HiC_scaffold_1	19747057	19790975	43919	5	South-East_North Sjaeland	0.0
EntNic_HiC_scaffold_1_R65	HiC_scaffold_1	19747057	19790975	43919	5	South-East_Outgroup_2(East Jylland)	0.0
EntNic_HiC_scaffold_1_R65	HiC_scaffold_1	19747057	19790975	43919	5	South-East_South Costal Denmark	0.0
EntNic_HiC_scaffold_1_R67	HiC_scaffold_1	19891974	19903648	11675	2	North-West_Middle Jylland	0.0
EntNic_HiC_scaffold_1_R67	HiC_scaffold_1	19891974	19903648	11675	2	North-West_North Jylland (Middle)	0.392
EntNic_HiC_scaffold_1_R67	HiC_scaffold_1	19891974	19903648	11675	2	North-West_North Jylland (Top)	0.0
EntNic_HiC_scaffold_1_R67	HiC_scaffold_1	19891974	19903648	11675	2	North-West_North Jylland (West)	0.0
EntNic_HiC_scaffold_1_R67	HiC_scaffold_1	19891974	19903648	11675	2	Outgroup_1	1.0
EntNic_HiC_scaffold_1_R67	HiC_scaffold_1	19891974	19903648	11675	2	South-East_East Jylland	0.0
EntNic_HiC_scaffold_1_R67	HiC_scaffold_1	19891974	19903648	11675	2	South-East_North Sjaeland	0.0
EntNic_HiC_scaffold_1_R67	HiC_scaffold_1	19891974	19903648	11675	2	South-East_Outgroup_2(East Jylland)	0.0
EntNic_HiC_scaffold_1_R67	HiC_scaffold_1	19891974	19903648	11675	2	South-East_South Costal Denmark	0.0
EntNic_HiC_scaffold_1_R69	HiC_scaffold_1	19975866	19995332	19467	5	North-West_Middle Jylland	0.0
EntNic_HiC_scaffold_1_R69	HiC_scaffold_1	19975866	19995332	19467	5	North-West_North Jylland (Middle)	0.419
EntNic_HiC_scaffold_1_R69	HiC_scaffold_1	19975866	19995332	19467	5	North-West_North Jylland (Top)	1.0
EntNic_HiC_scaffold_1_R69	HiC_scaffold_1	19975866	19995332	19467	5	North-West_North Jylland (West)	0.0
EntNic_HiC_scaffold_1_R69	HiC_scaffold_1	19975866	19995332	19467	5	Outgroup_1	0.0
EntNic_HiC_scaffold_1_R69	HiC_scaffold_1	19975866	19995332	19467	5	South-East_East Jylland	0.0
EntNic_HiC_scaffold_1_R69	HiC_scaffold_1	19975866	19995332	19467	5	South-East_North Sjaeland	0.0
