region_id	chromosome	start	end	length	num_populations_total	population_label	max_overlap_fraction
EntNic_HiC_scaffold_1_R12	HiC_scaffold_1	3139011	3170224	31214	8	South-East_East Jylland	0.0
EntNic_HiC_scaffold_1_R12	HiC_scaffold_1	3139011	3170224	31214	8	South-East_North Sjaeland	0.0
EntNic_HiC_scaffold_1_R12	HiC_scaffold_1	3139011	3170224	31214	8	South-East_Outgroup_2(East Jylland)	0.0
EntNic_HiC_scaffold_1_R12	HiC_scaffold_1	3139011	3170224	31214	8	South-East_South Costal Denmark	0.0
EntNic_HiC_scaffold_1_R15	HiC_scaffold_1	3378242	3385300	7059	4	North-West_Middle Jylland	0.0
EntNic_HiC_scaffold_1_R15	HiC_scaffold_1	3378242	3385300	7059	4	North-West_North Jylland (Middle)	0.0
EntNic_HiC_scaffold_1_R15	HiC_scaffold_1	3378242	3385300	7059	4	North-West_North Jylland (Top)	2.0
EntNic_HiC_scaffold_1_R15	HiC_scaffold_1	3378242	3385300	7059	4	North-West_North Jylland (West)	0.0
EntNic_HiC_scaffold_1_R15	HiC_scaffold_1	3378242	3385300	7059	4	Outgroup_1	0.0
EntNic_HiC_scaffold_1_R15	HiC_scaffold_1	3378242	3385300	7059	4	South-East_East Jylland	0.0
EntNic_HiC_scaffold_1_R15	HiC_scaffold_1	3378242	3385300	7059	4	South-East_North Sjaeland	1.0
EntNic_HiC_scaffold_1_R15	HiC_scaffold_1	3378242	3385300	7059	4	South-East_Outgroup_2(East Jylland)	1.0
EntNic_HiC_scaffold_1_R15	HiC_scaffold_1	3378242	3385300	7059	4	South-East_South Costal Denmark	0.0
EntNic_HiC_scaffold_1_R16	HiC_scaffold_1	3441529	3457221	15693	1	North-West_Middle Jylland	0.0
EntNic_HiC_scaffold_1_R16	HiC_scaffold_1	3441529	3457221	15693	1	North-West_North Jylland (Middle)	0.0
EntNic_HiC_scaffold_1_R16	HiC_scaffold_1	3441529	3457221	15693	1	North-West_North Jylland (Top)	0.0
EntNic_HiC_scaffold_1_R16	HiC_scaffold_1	3441529	3457221	15693	1	North-West_North Jylland (West)	0.0
EntNic_HiC_scaffold_1_R16	HiC_scaffold_1	3441529	3457221	15693	1	Outgroup_1	0.0
EntNic_HiC_scaffold_1_R16	HiC_scaffold_1	3441529	3457221	15693	1	South-East_East Jylland	0.0
EntNic_HiC_scaffold_1_R16	HiC_scaffold_1	3441529	3457221	15693	1	South-East_North Sjaeland	1.0
EntNic_HiC_scaffold_1_R16	HiC_scaffold_1	3441529	3457221	15693	1	South-East_Outgroup_2(East Jylland)	0.0
EntNic_HiC_scaffold_1_R16	HiC_scaffold_1	3441529	3457221	15693	1	South-East_South Costal Denmark	0.0
EntNic_HiC_scaffold_1_R18	HiC_scaffold_1	3613873	3622171	8299	2	North-West_Middle Jylland	0.0
EntNic_HiC_scaffold_1_R18	HiC_scaffold_1	3613873	3622171	8299	2	North-West_North Jylland (Middle)	0.0
EntNic_HiC_scaffold_1_R18	HiC_scaffold_1	3613873	3622171	8299	2	North-West_North Jylland (Top)	0.0
EntNic_HiC_scaffold_1_R18	HiC_scaffold_1	3613873	3622171	8299	2	North-West_North Jylland (West)	0.0
EntNic_HiC_scaffold_1_R18	HiC_scaffold_1	3613873	3622171	8299	2	Outgroup_1	0.0
EntNic_HiC_scaffold_1_R18	HiC_scaffold_1	3613873	3622171	8299	2	South-East_East Jylland	0.0
EntNic_HiC_scaffold_1_R18	HiC_scaffold_1	3613873	3622171	8299	2	South-East_North Sjaeland	0.0
EntNic_HiC_scaffold_1_R18	HiC_scaffold_1	3613873	3622171	8299	2	South-East_Outgroup_2(East Jylland)	0.0
EntNic_HiC_scaffold_1_R18	HiC_scaffold_1	3613873	3622171	8299	2	South-East_South Costal Denmark	1.0
EntNic_HiC_scaffold_1_R22	HiC_scaffold_1	6782264	6795885	13622	4	North-West_Middle Jylland	0.0
EntNic_HiC_scaffold_1_R22	HiC_scaffold_1	6782264	6795885	13622	4	North-West_North Jylland (Middle)	1.0
EntNic_HiC_scaffold_1_R22	HiC_scaffold_1	6782264	6795885	13622	4	North-West_North Jylland (Top)	1.0
EntNic_HiC_scaffold_1_R22	HiC_scaffold_1	6782264	6795885	13622	4	North-West_North Jylland (West)	0.0
EntNic_HiC_scaffold_1_R22	HiC_scaffold_1	6782264	6795885	13622	4	Outgroup_1	0.0
EntNic_HiC_scaffold_1_R22	HiC_scaffold_1	6782264	6795885	13622	4	South-East_East Jylland	1.0
EntNic_HiC_scaffold_1_R22	HiC_scaffold_1	6782264	6795885	13622	4	South-East_North Sjaeland	0.0
EntNic_HiC_scaffold_1_R22	HiC_scaffold_1	6782264	6795885	13622	4	South-East_Outgroup_2(East Jylland)	0.0
EntNic_HiC_scaffold_1_R22	HiC_scaffold_1	6782264	6795885	13622	4	South-East_South Costal Denmark	0.0
EntNic_HiC_scaffold_1_R23	HiC_scaffold_1	6796932	6966801	169870	22	North-West_Middle Jylland	2.0
EntNic_HiC_scaffold_1_R23	HiC_scaffold_1	6796932	6966801	169870	22	North-West_North Jylland (Middle)	2.0
EntNic_HiC_scaffold_1_R23	HiC_scaffold_1	6796932	6966801	169870	22	North-West_North Jylland (Top)	2.0
EntNic_HiC_scaffold_1_R23	HiC_scaffold_1	6796932	6966801	169870	22	North-West_North Jylland (West)	2.0
EntNic_HiC_scaffold_1_R23	HiC_scaffold_1	6796932	6966801	169870	22	Outgroup_1	1.0
EntNic_HiC_scaffold_1_R23	HiC_scaffold_1	6796932	6966801	169870	22	South-East_East Jylland	2.0
EntNic_HiC_scaffold_1_R23	HiC_scaffold_1	6796932	6966801	169870	22	South-East_North Sjaeland	2.0
EntNic_HiC_scaffold_1_R23	HiC_scaffold_1	6796932	6966801	169870	22	South-East_Outgroup_2(East Jylland)	0.0
EntNic_HiC_scaffold_1_R23	HiC_scaffold_1	6796932	6966801	169870	22	South-East_South Costal Denmark	2.0
EntNic_HiC_scaffold_1_R24	HiC_scaffold_1	7026709	7032324	5616	21	North-West_Middle Jylland	1.0
EntNic_HiC_scaffold_1_R24	HiC_scaffold_1	7026709	7032324	5616	21	North-West_North Jylland (Middle)	1.0
EntNic_HiC_scaffold_1_R24	HiC_scaffold_1	7026709	7032324	5616	21	North-West_North Jylland (Top)	0.0
EntNic_HiC_scaffold_1_R24	HiC_scaffold_1	7026709	7032324	5616	21	North-West_North Jylland (West)	1.0
EntNic_HiC_scaffold_1_R24	HiC_scaffold_1	7026709	7032324	5616	21	Outgroup_1	1.0
EntNic_HiC_scaffold_1_R24	HiC_scaffold_1	7026709	7032324	5616	21	South-East_East Jylland	1.0
EntNic_HiC_scaffold_1_R24	HiC_scaffold_1	7026709	7032324	5616	21	South-East_North Sjaeland	1.0
EntNic_HiC_scaffold_1_R24	HiC_scaffold_1	7026709	7032324	5616	21	South-East_Outgroup_2(East Jylland)	0.0
EntNic_HiC_scaffold_1_R24	HiC_scaffold_1	7026709	7032324	5616	21	South-East_South Costal Denmark	1.0
EntNic_HiC_scaffold_1_R25	HiC_scaffold_1	8880198	8890970	10773	1	North-West_Middle Jylland	0.0
EntNic_HiC_scaffold_1_R25	HiC_scaffold_1	8880198	8890970	10773	1	North-West_North Jylland (Middle)	1.0
EntNic_HiC_scaffold_1_R25	HiC_scaffold_1	8880198	8890970	10773	1	North-West_North Jylland (Top)	0.0
EntNic_HiC_scaffold_1_R25	HiC_scaffold_1	8880198	8890970	10773	1	North-West_North Jylland (West)	0.0
EntNic_HiC_scaffold_1_R25	HiC_scaffold_1	8880198	8890970	10773	1	Outgroup_1	0.0
EntNic_HiC_scaffold_1_R25	HiC_scaffold_1	8880198	8890970	10773	1	South-East_East Jylland	0.0
EntNic_HiC_scaffold_1_R25	HiC_scaffold_1	8880198	8890970	10773	1	South-East_North Sjaeland	0.0
EntNic_HiC_scaffold_1_R25	HiC_scaffold_1	8880198	8890970	10773	1	South-East_Outgroup_2(East Jylland)	0.0
EntNic_HiC_scaffold_1_R25	HiC_scaffold_1	8880198	8890970	10773	1	South-East_South Costal Denmark	0.0
EntNic_HiC_scaffold_1_R27	HiC_scaffold_1	9018914	9047895	28982	9	North-West_Middle Jylland	0.0
EntNic_HiC_scaffold_1_R27	HiC_scaffold_1	9018914	9047895	28982	9	North-West_North Jylland (Middle)	0.0
EntNic_HiC_scaffold_1_R27	HiC_scaffold_1	9018914	9047895	28982	9	North-West_North Jylland (Top)	0.0
EntNic_HiC_scaffold_1_R27	HiC_scaffold_1	9018914	9047895	28982	9	North-West_North Jylland (West)	0.0
EntNic_HiC_scaffold_1_R27	HiC_scaffold_1	9018914	9047895	28982	9	Outgroup_1	1.0
EntNic_HiC_scaffold_1_R27	HiC_scaffold_1	9018914	9047895	28982	9	South-East_East Jylland	1.0
EntNic_HiC_scaffold_1_R27	HiC_scaffold_1	9018914	9047895	28982	9	South-East_North Sjaeland	1.0
EntNic_HiC_scaffold_1_R27	HiC_scaffold_1	9018914	9047895	28982	9	South-East_Outgroup_2(East Jylland)	0.0
EntNic_HiC_scaffold_1_R27	HiC_scaffold_1	9018914	9047895	28982	9	South-East_South Costal Denmark	2.0
EntNic_HiC_scaffold_1_R29	HiC_scaffold_1	14101905	14114635	12731	4	North-West_Middle Jylland	0.0
EntNic_HiC_scaffold_1_R29	HiC_scaffold_1	14101905	14114635	12731	4	North-West_North Jylland (Middle)	0.0
EntNic_HiC_scaffold_1_R29	HiC_scaffold_1	14101905	14114635	12731	4	North-West_North Jylland (Top)	0.0
EntNic_HiC_scaffold_1_R29	HiC_scaffold_1	14101905	14114635	12731	4	North-West_North Jylland (West)	0.0
EntNic_HiC_scaffold_1_R29	HiC_scaffold_1	14101905	14114635	12731	4	Outgroup_1	0.0
EntNic_HiC_scaffold_1_R29	HiC_scaffold_1	14101905	14114635	12731	4	South-East_East Jylland	1.0
EntNic_HiC_scaffold_1_R29	HiC_scaffold_1	14101905	14114635	12731	4	South-East_North Sjaeland	0.0
EntNic_HiC_scaffold_1_R29	HiC_scaffold_1	14101905	14114635	12731	4	South-East_Outgroup_2(East Jylland)	0.0
EntNic_HiC_scaffold_1_R29	HiC_scaffold_1	14101905	14114635	12731	4	South-East_South Costal Denmark	1.0
EntNic_HiC_scaffold_1_R30	HiC_scaffold_1	14159716	14170096	10381	11	North-West_Middle Jylland	1.0
EntNic_HiC_scaffold_1_R30	HiC_scaffold_1	14159716	14170096	10381	11	North-West_North Jylland (Middle)	1.0
EntNic_HiC_scaffold_1_R30	HiC_scaffold_1	14159716	14170096	10381	11	North-West_North Jylland (Top)	1.0
EntNic_HiC_scaffold_1_R30	HiC_scaffold_1	14159716	14170096	10381	11	North-West_North Jylland (West)	0.0
EntNic_HiC_scaffold_1_R30	HiC_scaffold_1	14159716	14170096	10381	11	Outgroup_1	0.0
EntNic_HiC_scaffold_1_R30	HiC_scaffold_1	14159716	14170096	10381	11	South-East_East Jylland	1.0
EntNic_HiC_scaffold_1_R30	HiC_scaffold_1	14159716	14170096	10381	11	South-East_North Sjaeland	0.0
EntNic_HiC_scaffold_1_R30	HiC_scaffold_1	14159716	14170096	10381	11	South-East_Outgroup_2(East Jylland)	0.0
EntNic_HiC_scaffold_1_R30	HiC_scaffold_1	14159716	14170096	10381	11	South-East_South Costal Denmark	1.0
EntNic_HiC_scaffold_1_R31	HiC_scaffold_1	14288533	14294173	5641	1	North-West_Middle Jylland	0.0
EntNic_HiC_scaffold_1_R31	HiC_scaffold_1	14288533	14294173	5641	1	North-West_North Jylland (Middle)	1.0
EntNic_HiC_scaffold_1_R31	HiC_scaffold_1	14288533	14294173	5641	1	North-West_North Jylland (Top)	0.0
EntNic_HiC_scaffold_1_R31	HiC_scaffold_1	14288533	14294173	5641	1	North-West_North Jylland (West)	0.0
EntNic_HiC_scaffold_1_R31	HiC_scaffold_1	14288533	14294173	5641	1	Outgroup_1	0.0
EntNic_HiC_scaffold_1_R31	HiC_scaffold_1	14288533	14294173	5641	1	South-East_East Jylland	0.0
EntNic_HiC_scaffold_1_R31	HiC_scaffold_1	14288533	14294173	5641	1	South-East_North Sjaeland	0.0
EntNic_HiC_scaffold_1_R31	HiC_scaffold_1	14288533	14294173	5641	1	South-East_Outgroup_2(East Jylland)	0.0
EntNic_HiC_scaffold_1_R31	HiC_scaffold_1	14288533	14294173	5641	1	South-East_South Costal Denmark	0.0
EntNic_HiC_scaffold_1_R33	HiC_scaffold_1	15959246	15970017	10772	12	North-West_Middle Jylland	0.0
EntNic_HiC_scaffold_1_R33	HiC_scaffold_1	15959246	15970017	10772	12	North-West_North Jylland (Middle)	0.0
EntNic_HiC_scaffold_1_R33	HiC_scaffold_1	15959246	15970017	10772	12	North-West_North Jylland (Top)	1.0
EntNic_HiC_scaffold_1_R33	HiC_scaffold_1	15959246	15970017	10772	12	North-West_North Jylland (West)	0.0
EntNic_HiC_scaffold_1_R33	HiC_scaffold_1	15959246	15970017	10772	12	Outgroup_1	1.0
EntNic_HiC_scaffold_1_R33	HiC_scaffold_1	15959246	15970017	10772	12	South-East_East Jylland	1.0
EntNic_HiC_scaffold_1_R33	HiC_scaffold_1	15959246	15970017	10772	12	South-East_North Sjaeland	1.0
EntNic_HiC_scaffold_1_R33	HiC_scaffold_1	15959246	15970017	10772	12	South-East_Outgroup_2(East Jylland)	1.0
EntNic_HiC_scaffold_1_R33	HiC_scaffold_1	15959246	15970017	10772	12	South-East_South Costal Denmark	1.0
EntNic_HiC_scaffold_1_R34	HiC_scaffold_1	16052237	16062299	10063	15	North-West_Middle Jylland	0.0
EntNic_HiC_scaffold_1_R34	HiC_scaffold_1	16052237	16062299	10063	15	North-West_North Jylland (Middle)	0.0
EntNic_HiC_scaffold_1_R34	HiC_scaffold_1	16052237	16062299	10063	15	North-West_North Jylland (Top)	1.0
EntNic_HiC_scaffold_1_R34	HiC_scaffold_1	16052237	16062299	10063	15	North-West_North Jylland (West)	0.0
EntNic_HiC_scaffold_1_R34	HiC_scaffold_1	16052237	16062299	10063	15	Outgroup_1	1.0
EntNic_HiC_scaffold_1_R34	HiC_scaffold_1	16052237	16062299	10063	15	South-East_East Jylland	1.0
EntNic_HiC_scaffold_1_R34	HiC_scaffold_1	16052237	16062299	10063	15	South-East_North Sjaeland	1.0
EntNic_HiC_scaffold_1_R34	HiC_scaffold_1	16052237	16062299	10063	15	South-East_Outgroup_2(East Jylland)	1.0
EntNic_HiC_scaffold_1_R34	HiC_scaffold_1	16052237	16062299	10063	15	South-East_South Costal Denmark	1.0
EntNic_HiC_scaffold_1_R36	HiC_scaffold_1	17421294	17426785	5492	2	North-West_Middle Jylland	0.0
EntNic_HiC_scaffold_1_R36	HiC_scaffold_1	17421294	17426785	5492	2	North-West_North Jylland (Middle)	0.0
EntNic_HiC_scaffold_1_R36	HiC_scaffold_1	17421294	17426785	5492	2	North-West_North Jylland (Top)	1.0
EntNic_HiC_scaffold_1_R36	HiC_scaffold_1	17421294	17426785	5492	2	North-West_North Jylland (West)	0.0
EntNic_HiC_scaffold_1_R36	HiC_scaffold_1	17421294	17426785	5492	2	Outgroup_1	0.0
EntNic_HiC_scaffold_1_R36	HiC_scaffold_1	17421294	17426785	5492	2	South-East_East Jylland	0.0
EntNic_HiC_scaffold_1_R36	HiC_scaffold_1	17421294	17426785	5492	2	South-East_North Sjaeland	0.0
EntNic_HiC_scaffold_1_R36	HiC_scaffold_1	17421294	17426785	5492	2	South-East_Outgroup_2(East Jylland)	0.0
EntNic_HiC_scaffold_1_R36	HiC_scaffold_1	17421294	17426785	5492	2	South-East_South Costal Denmark	1.0
EntNic_HiC_scaffold_1_R41	HiC_scaffold_1	17923505	17934450	10946	4	North-West_Middle Jylland	0.0
EntNic_HiC_scaffold_1_R41	HiC_scaffold_1	17923505	17934450	10946	4	North-West_North Jylland (Middle)	0.0
EntNic_HiC_scaffold_1_R41	HiC_scaffold_1	17923505	17934450	10946	4	North-West_North Jylland (Top)	0.0
EntNic_HiC_scaffold_1_R41	HiC_scaffold_1	17923505	17934450	10946	4	North-West_North Jylland (West)	0.0
EntNic_HiC_scaffold_1_R41	HiC_scaffold_1	17923505	17934450	10946	4	Outgroup_1	0.0
EntNic_HiC_scaffold_1_R41	HiC_scaffold_1	17923505	17934450	10946	4	South-East_East Jylland	0.0
EntNic_HiC_scaffold_1_R41	HiC_scaffold_1	17923505	17934450	10946	4	South-East_North Sjaeland	1.0
EntNic_HiC_scaffold_1_R41	HiC_scaffold_1	17923505	17934450	10946	4	South-East_Outgroup_2(East Jylland)	0.0
EntNic_HiC_scaffold_1_R41	HiC_scaffold_1	17923505	17934450	10946	4	South-East_South Costal Denmark	0.0
EntNic_HiC_scaffold_1_R43	HiC_scaffold_1	18048111	18117344	69234	5	North-West_Middle Jylland	0.0
EntNic_HiC_scaffold_1_R43	HiC_scaffold_1	18048111	18117344	69234	5	North-West_North Jylland (Middle)	0.0
EntNic_HiC_scaffold_1_R43	HiC_scaffold_1	18048111	18117344	69234	5	North-West_North Jylland (Top)	0.0
EntNic_HiC_scaffold_1_R43	HiC_scaffold_1	18048111	18117344	69234	5	North-West_North Jylland (West)	0.0
EntNic_HiC_scaffold_1_R43	HiC_scaffold_1	18048111	18117344	69234	5	Outgroup_1	0.0
EntNic_HiC_scaffold_1_R43	HiC_scaffold_1	18048111	18117344	69234	5	South-East_East Jylland	1.0
EntNic_HiC_scaffold_1_R43	HiC_scaffold_1	18048111	18117344	69234	5	South-East_North Sjaeland	1.0
EntNic_HiC_scaffold_1_R43	HiC_scaffold_1	18048111	18117344	69234	5	South-East_Outgroup_2(East Jylland)	0.0
EntNic_HiC_scaffold_1_R43	HiC_scaffold_1	18048111	18117344	69234	5	South-East_South Costal Denmark	1.0
EntNic_HiC_scaffold_1_R45	HiC_scaffold_1	18128518	18135275	6758	1	North-West_Middle Jylland	0.0
EntNic_HiC_scaffold_1_R45	HiC_scaffold_1	18128518	18135275	6758	1	North-West_North Jylland (Middle)	1.0
EntNic_HiC_scaffold_1_R45	HiC_scaffold_1	18128518	18135275	6758	1	North-West_North Jylland (Top)	0.0
EntNic_HiC_scaffold_1_R45	HiC_scaffold_1	18128518	18135275	6758	1	North-West_North Jylland (West)	0.0
EntNic_HiC_scaffold_1_R45	HiC_scaffold_1	18128518	18135275	6758	1	Outgroup_1	0.0
EntNic_HiC_scaffold_1_R45	HiC_scaffold_1	18128518	18135275	6758	1	South-East_East Jylland	0.0
EntNic_HiC_scaffold_1_R45	HiC_scaffold_1	18128518	18135275	6758	1	South-East_North Sjaeland	0.0
EntNic_HiC_scaffold_1_R45	HiC_scaffold_1	18128518	18135275	6758	1	South-East_Outgroup_2(East Jylland)	0.0
EntNic_HiC_scaffold_1_R45	HiC_scaffold_1	18128518	18135275	6758	1	South-East_South Costal Denmark	0.0
EntNic_HiC_scaffold_1_R46	HiC_scaffold_1	18139431	18149046	9616	1	North-West_Middle Jylland	0.0
EntNic_HiC_scaffold_1_R46	HiC_scaffold_1	18139431	18149046	9616	1	North-West_North Jylland (Middle)	0.0
EntNic_HiC_scaffold_1_R46	HiC_scaffold_1	18139431	18149046	9616	1	North-West_North Jylland (Top)	0.0
EntNic_HiC_scaffold_1_R46	HiC_scaffold_1	18139431	18149046	9616	1	North-West_North Jylland (West)	0.0
EntNic_HiC_scaffold_1_R46	HiC_scaffold_1	18139431	18149046	9616	1	Outgroup_1	0.0
EntNic_HiC_scaffold_1_R46	HiC_scaffold_1	18139431	18149046	9616	1	South-East_East Jylland	0.0
EntNic_HiC_scaffold_1_R46	HiC_scaffold_1	18139431	18149046	9616	1	South-East_North Sjaeland	0.0
