region_id	chromosome	start	end	length	num_populations_total	population_label	max_overlap_fraction
EntNic_HiC_scaffold_1_R6	HiC_scaffold_1	1271539	1289428	17890	11	South-East_Outgroup_2(East Jylland)	0.211
EntNic_HiC_scaffold_1_R6	HiC_scaffold_1	1271539	1289428	17890	11	South-East_South Costal Denmark	0.0
EntNic_HiC_scaffold_1_R7	HiC_scaffold_1	1477345	1486545	9201	5	North-West_Middle Jylland	1.0
EntNic_HiC_scaffold_1_R7	HiC_scaffold_1	1477345	1486545	9201	5	North-West_North Jylland (Middle)	0.0
EntNic_HiC_scaffold_1_R7	HiC_scaffold_1	1477345	1486545	9201	5	North-West_North Jylland (Top)	0.072
EntNic_HiC_scaffold_1_R7	HiC_scaffold_1	1477345	1486545	9201	5	North-West_North Jylland (West)	0.894
EntNic_HiC_scaffold_1_R7	HiC_scaffold_1	1477345	1486545	9201	5	Outgroup_1	0.0
EntNic_HiC_scaffold_1_R7	HiC_scaffold_1	1477345	1486545	9201	5	South-East_East Jylland	0.0
EntNic_HiC_scaffold_1_R7	HiC_scaffold_1	1477345	1486545	9201	5	South-East_North Sjaeland	0.0
EntNic_HiC_scaffold_1_R7	HiC_scaffold_1	1477345	1486545	9201	5	South-East_Outgroup_2(East Jylland)	0.0
EntNic_HiC_scaffold_1_R7	HiC_scaffold_1	1477345	1486545	9201	5	South-East_South Costal Denmark	0.0
EntNic_HiC_scaffold_1_R8	HiC_scaffold_1	2308189	2348621	40433	8	North-West_Middle Jylland	0.455
EntNic_HiC_scaffold_1_R8	HiC_scaffold_1	2308189	2348621	40433	8	North-West_North Jylland (Middle)	0.046
EntNic_HiC_scaffold_1_R8	HiC_scaffold_1	2308189	2348621	40433	8	North-West_North Jylland (Top)	0.16
EntNic_HiC_scaffold_1_R8	HiC_scaffold_1	2308189	2348621	40433	8	North-West_North Jylland (West)	0.046
EntNic_HiC_scaffold_1_R8	HiC_scaffold_1	2308189	2348621	40433	8	Outgroup_1	0.996
EntNic_HiC_scaffold_1_R8	HiC_scaffold_1	2308189	2348621	40433	8	South-East_East Jylland	0.0
EntNic_HiC_scaffold_1_R8	HiC_scaffold_1	2308189	2348621	40433	8	South-East_North Sjaeland	0.0
EntNic_HiC_scaffold_1_R8	HiC_scaffold_1	2308189	2348621	40433	8	South-East_Outgroup_2(East Jylland)	0.0
EntNic_HiC_scaffold_1_R8	HiC_scaffold_1	2308189	2348621	40433	8	South-East_South Costal Denmark	0.0
EntNic_HiC_scaffold_1_R9	HiC_scaffold_1	2391441	2396817	5377	1	North-West_Middle Jylland	0.0
EntNic_HiC_scaffold_1_R9	HiC_scaffold_1	2391441	2396817	5377	1	North-West_North Jylland (Middle)	0.0
EntNic_HiC_scaffold_1_R9	HiC_scaffold_1	2391441	2396817	5377	1	North-West_North Jylland (Top)	0.0
EntNic_HiC_scaffold_1_R9	HiC_scaffold_1	2391441	2396817	5377	1	North-West_North Jylland (West)	0.0
EntNic_HiC_scaffold_1_R9	HiC_scaffold_1	2391441	2396817	5377	1	Outgroup_1	1.0
EntNic_HiC_scaffold_1_R9	HiC_scaffold_1	2391441	2396817	5377	1	South-East_East Jylland	0.0
EntNic_HiC_scaffold_1_R9	HiC_scaffold_1	2391441	2396817	5377	1	South-East_North Sjaeland	0.0
EntNic_HiC_scaffold_1_R9	HiC_scaffold_1	2391441	2396817	5377	1	South-East_Outgroup_2(East Jylland)	0.0
EntNic_HiC_scaffold_1_R9	HiC_scaffold_1	2391441	2396817	5377	1	South-East_South Costal Denmark	0.0
EntNic_HiC_scaffold_1_R11	HiC_scaffold_1	3108487	3137368	28882	20	North-West_Middle Jylland	0.136
EntNic_HiC_scaffold_1_R11	HiC_scaffold_1	3108487	3137368	28882	20	North-West_North Jylland (Middle)	0.73
EntNic_HiC_scaffold_1_R11	HiC_scaffold_1	3108487	3137368	28882	20	North-West_North Jylland (Top)	0.482
EntNic_HiC_scaffold_1_R11	HiC_scaffold_1	3108487	3137368	28882	20	North-West_North Jylland (West)	0.14
EntNic_HiC_scaffold_1_R11	HiC_scaffold_1	3108487	3137368	28882	20	Outgroup_1	0.083
EntNic_HiC_scaffold_1_R11	HiC_scaffold_1	3108487	3137368	28882	20	South-East_East Jylland	0.464
EntNic_HiC_scaffold_1_R11	HiC_scaffold_1	3108487	3137368	28882	20	South-East_North Sjaeland	0.411
EntNic_HiC_scaffold_1_R11	HiC_scaffold_1	3108487	3137368	28882	20	South-East_Outgroup_2(East Jylland)	0.176
EntNic_HiC_scaffold_1_R11	HiC_scaffold_1	3108487	3137368	28882	20	South-East_South Costal Denmark	0.243
EntNic_HiC_scaffold_1_R12	HiC_scaffold_1	3139011	3170224	31214	8	North-West_Middle Jylland	0.286
EntNic_HiC_scaffold_1_R12	HiC_scaffold_1	3139011	3170224	31214	8	North-West_North Jylland (Middle)	0.056
EntNic_HiC_scaffold_1_R12	HiC_scaffold_1	3139011	3170224	31214	8	North-West_North Jylland (Top)	0.131
EntNic_HiC_scaffold_1_R12	HiC_scaffold_1	3139011	3170224	31214	8	North-West_North Jylland (West)	0.707
EntNic_HiC_scaffold_1_R12	HiC_scaffold_1	3139011	3170224	31214	8	Outgroup_1	0.0
EntNic_HiC_scaffold_1_R12	HiC_scaffold_1	3139011	3170224	31214	8	South-East_East Jylland	0.0
EntNic_HiC_scaffold_1_R12	HiC_scaffold_1	3139011	3170224	31214	8	South-East_North Sjaeland	0.0
EntNic_HiC_scaffold_1_R12	HiC_scaffold_1	3139011	3170224	31214	8	South-East_Outgroup_2(East Jylland)	0.0
EntNic_HiC_scaffold_1_R12	HiC_scaffold_1	3139011	3170224	31214	8	South-East_South Costal Denmark	0.0
EntNic_HiC_scaffold_1_R13	HiC_scaffold_1	3173281	3174522	1242	1	North-West_Middle Jylland	0.0
EntNic_HiC_scaffold_1_R13	HiC_scaffold_1	3173281	3174522	1242	1	North-West_North Jylland (Middle)	0.0
EntNic_HiC_scaffold_1_R13	HiC_scaffold_1	3173281	3174522	1242	1	North-West_North Jylland (Top)	0.0
EntNic_HiC_scaffold_1_R13	HiC_scaffold_1	3173281	3174522	1242	1	North-West_North Jylland (West)	0.0
EntNic_HiC_scaffold_1_R13	HiC_scaffold_1	3173281	3174522	1242	1	Outgroup_1	0.0
EntNic_HiC_scaffold_1_R13	HiC_scaffold_1	3173281	3174522	1242	1	South-East_East Jylland	1.0
EntNic_HiC_scaffold_1_R13	HiC_scaffold_1	3173281	3174522	1242	1	South-East_North Sjaeland	0.0
EntNic_HiC_scaffold_1_R13	HiC_scaffold_1	3173281	3174522	1242	1	South-East_Outgroup_2(East Jylland)	0.0
EntNic_HiC_scaffold_1_R13	HiC_scaffold_1	3173281	3174522	1242	1	South-East_South Costal Denmark	0.0
EntNic_HiC_scaffold_1_R14	HiC_scaffold_1	3246173	3247616	1444	1	North-West_Middle Jylland	0.0
EntNic_HiC_scaffold_1_R14	HiC_scaffold_1	3246173	3247616	1444	1	North-West_North Jylland (Middle)	0.0
EntNic_HiC_scaffold_1_R14	HiC_scaffold_1	3246173	3247616	1444	1	North-West_North Jylland (Top)	0.0
EntNic_HiC_scaffold_1_R14	HiC_scaffold_1	3246173	3247616	1444	1	North-West_North Jylland (West)	0.0
EntNic_HiC_scaffold_1_R14	HiC_scaffold_1	3246173	3247616	1444	1	Outgroup_1	0.0
EntNic_HiC_scaffold_1_R14	HiC_scaffold_1	3246173	3247616	1444	1	South-East_East Jylland	0.0
EntNic_HiC_scaffold_1_R14	HiC_scaffold_1	3246173	3247616	1444	1	South-East_North Sjaeland	0.0
EntNic_HiC_scaffold_1_R14	HiC_scaffold_1	3246173	3247616	1444	1	South-East_Outgroup_2(East Jylland)	1.0
EntNic_HiC_scaffold_1_R14	HiC_scaffold_1	3246173	3247616	1444	1	South-East_South Costal Denmark	0.0
EntNic_HiC_scaffold_1_R15	HiC_scaffold_1	3378242	3385300	7059	4	North-West_Middle Jylland	0.0
EntNic_HiC_scaffold_1_R15	HiC_scaffold_1	3378242	3385300	7059	4	North-West_North Jylland (Middle)	0.0
EntNic_HiC_scaffold_1_R15	HiC_scaffold_1	3378242	3385300	7059	4	North-West_North Jylland (Top)	0.983
EntNic_HiC_scaffold_1_R15	HiC_scaffold_1	3378242	3385300	7059	4	North-West_North Jylland (West)	0.0
EntNic_HiC_scaffold_1_R15	HiC_scaffold_1	3378242	3385300	7059	4	Outgroup_1	0.0
EntNic_HiC_scaffold_1_R15	HiC_scaffold_1	3378242	3385300	7059	4	South-East_East Jylland	0.0
EntNic_HiC_scaffold_1_R15	HiC_scaffold_1	3378242	3385300	7059	4	South-East_North Sjaeland	0.111
EntNic_HiC_scaffold_1_R15	HiC_scaffold_1	3378242	3385300	7059	4	South-East_Outgroup_2(East Jylland)	0.0
EntNic_HiC_scaffold_1_R15	HiC_scaffold_1	3378242	3385300	7059	4	South-East_South Costal Denmark	0.0
EntNic_HiC_scaffold_1_R16	HiC_scaffold_1	3441529	3457221	15693	1	North-West_Middle Jylland	0.0
EntNic_HiC_scaffold_1_R16	HiC_scaffold_1	3441529	3457221	15693	1	North-West_North Jylland (Middle)	0.0
EntNic_HiC_scaffold_1_R16	HiC_scaffold_1	3441529	3457221	15693	1	North-West_North Jylland (Top)	0.0
EntNic_HiC_scaffold_1_R16	HiC_scaffold_1	3441529	3457221	15693	1	North-West_North Jylland (West)	0.0
EntNic_HiC_scaffold_1_R16	HiC_scaffold_1	3441529	3457221	15693	1	Outgroup_1	0.0
EntNic_HiC_scaffold_1_R16	HiC_scaffold_1	3441529	3457221	15693	1	South-East_East Jylland	0.0
EntNic_HiC_scaffold_1_R16	HiC_scaffold_1	3441529	3457221	15693	1	South-East_North Sjaeland	1.0
EntNic_HiC_scaffold_1_R16	HiC_scaffold_1	3441529	3457221	15693	1	South-East_Outgroup_2(East Jylland)	0.0
EntNic_HiC_scaffold_1_R16	HiC_scaffold_1	3441529	3457221	15693	1	South-East_South Costal Denmark	0.0
EntNic_HiC_scaffold_1_R17	HiC_scaffold_1	3585064	3588563	3500	1	North-West_Middle Jylland	0.0
EntNic_HiC_scaffold_1_R17	HiC_scaffold_1	3585064	3588563	3500	1	North-West_North Jylland (Middle)	0.0
EntNic_HiC_scaffold_1_R17	HiC_scaffold_1	3585064	3588563	3500	1	North-West_North Jylland (Top)	0.0
EntNic_HiC_scaffold_1_R17	HiC_scaffold_1	3585064	3588563	3500	1	North-West_North Jylland (West)	0.0
EntNic_HiC_scaffold_1_R17	HiC_scaffold_1	3585064	3588563	3500	1	Outgroup_1	0.0
EntNic_HiC_scaffold_1_R17	HiC_scaffold_1	3585064	3588563	3500	1	South-East_East Jylland	0.0
EntNic_HiC_scaffold_1_R17	HiC_scaffold_1	3585064	3588563	3500	1	South-East_North Sjaeland	0.0
EntNic_HiC_scaffold_1_R17	HiC_scaffold_1	3585064	3588563	3500	1	South-East_Outgroup_2(East Jylland)	0.0
EntNic_HiC_scaffold_1_R17	HiC_scaffold_1	3585064	3588563	3500	1	South-East_South Costal Denmark	1.0
EntNic_HiC_scaffold_1_R18	HiC_scaffold_1	3613873	3622171	8299	2	North-West_Middle Jylland	0.0
EntNic_HiC_scaffold_1_R18	HiC_scaffold_1	3613873	3622171	8299	2	North-West_North Jylland (Middle)	0.0
EntNic_HiC_scaffold_1_R18	HiC_scaffold_1	3613873	3622171	8299	2	North-West_North Jylland (Top)	0.0
EntNic_HiC_scaffold_1_R18	HiC_scaffold_1	3613873	3622171	8299	2	North-West_North Jylland (West)	0.0
EntNic_HiC_scaffold_1_R18	HiC_scaffold_1	3613873	3622171	8299	2	Outgroup_1	0.0
EntNic_HiC_scaffold_1_R18	HiC_scaffold_1	3613873	3622171	8299	2	South-East_East Jylland	0.0
EntNic_HiC_scaffold_1_R18	HiC_scaffold_1	3613873	3622171	8299	2	South-East_North Sjaeland	0.0
EntNic_HiC_scaffold_1_R18	HiC_scaffold_1	3613873	3622171	8299	2	South-East_Outgroup_2(East Jylland)	0.0
EntNic_HiC_scaffold_1_R18	HiC_scaffold_1	3613873	3622171	8299	2	South-East_South Costal Denmark	1.0
EntNic_HiC_scaffold_1_R19	HiC_scaffold_1	5198246	5199494	1249	1	North-West_Middle Jylland	0.0
EntNic_HiC_scaffold_1_R19	HiC_scaffold_1	5198246	5199494	1249	1	North-West_North Jylland (Middle)	0.0
EntNic_HiC_scaffold_1_R19	HiC_scaffold_1	5198246	5199494	1249	1	North-West_North Jylland (Top)	0.0
EntNic_HiC_scaffold_1_R19	HiC_scaffold_1	5198246	5199494	1249	1	North-West_North Jylland (West)	0.0
EntNic_HiC_scaffold_1_R19	HiC_scaffold_1	5198246	5199494	1249	1	Outgroup_1	0.0
EntNic_HiC_scaffold_1_R19	HiC_scaffold_1	5198246	5199494	1249	1	South-East_East Jylland	0.0
EntNic_HiC_scaffold_1_R19	HiC_scaffold_1	5198246	5199494	1249	1	South-East_North Sjaeland	1.0
EntNic_HiC_scaffold_1_R19	HiC_scaffold_1	5198246	5199494	1249	1	South-East_Outgroup_2(East Jylland)	0.0
EntNic_HiC_scaffold_1_R19	HiC_scaffold_1	5198246	5199494	1249	1	South-East_South Costal Denmark	0.0
EntNic_HiC_scaffold_1_R20	HiC_scaffold_1	6626153	6629439	3287	1	North-West_Middle Jylland	0.0
EntNic_HiC_scaffold_1_R20	HiC_scaffold_1	6626153	6629439	3287	1	North-West_North Jylland (Middle)	0.0
EntNic_HiC_scaffold_1_R20	HiC_scaffold_1	6626153	6629439	3287	1	North-West_North Jylland (Top)	0.0
EntNic_HiC_scaffold_1_R20	HiC_scaffold_1	6626153	6629439	3287	1	North-West_North Jylland (West)	0.0
EntNic_HiC_scaffold_1_R20	HiC_scaffold_1	6626153	6629439	3287	1	Outgroup_1	0.0
EntNic_HiC_scaffold_1_R20	HiC_scaffold_1	6626153	6629439	3287	1	South-East_East Jylland	1.0
EntNic_HiC_scaffold_1_R20	HiC_scaffold_1	6626153	6629439	3287	1	South-East_North Sjaeland	0.0
EntNic_HiC_scaffold_1_R20	HiC_scaffold_1	6626153	6629439	3287	1	South-East_Outgroup_2(East Jylland)	0.0
EntNic_HiC_scaffold_1_R20	HiC_scaffold_1	6626153	6629439	3287	1	South-East_South Costal Denmark	0.0
EntNic_HiC_scaffold_1_R21	HiC_scaffold_1	6646442	6650430	3989	2	North-West_Middle Jylland	1.0
EntNic_HiC_scaffold_1_R21	HiC_scaffold_1	6646442	6650430	3989	2	North-West_North Jylland (Middle)	0.0
EntNic_HiC_scaffold_1_R21	HiC_scaffold_1	6646442	6650430	3989	2	North-West_North Jylland (Top)	0.0
EntNic_HiC_scaffold_1_R21	HiC_scaffold_1	6646442	6650430	3989	2	North-West_North Jylland (West)	0.0
EntNic_HiC_scaffold_1_R21	HiC_scaffold_1	6646442	6650430	3989	2	Outgroup_1	0.0
EntNic_HiC_scaffold_1_R21	HiC_scaffold_1	6646442	6650430	3989	2	South-East_East Jylland	0.475
EntNic_HiC_scaffold_1_R21	HiC_scaffold_1	6646442	6650430	3989	2	South-East_North Sjaeland	0.0
EntNic_HiC_scaffold_1_R21	HiC_scaffold_1	6646442	6650430	3989	2	South-East_Outgroup_2(East Jylland)	0.0
EntNic_HiC_scaffold_1_R21	HiC_scaffold_1	6646442	6650430	3989	2	South-East_South Costal Denmark	0.0
EntNic_HiC_scaffold_1_R22	HiC_scaffold_1	6782264	6795885	13622	4	North-West_Middle Jylland	0.0
EntNic_HiC_scaffold_1_R22	HiC_scaffold_1	6782264	6795885	13622	4	North-West_North Jylland (Middle)	1.0
EntNic_HiC_scaffold_1_R22	HiC_scaffold_1	6782264	6795885	13622	4	North-West_North Jylland (Top)	0.911
EntNic_HiC_scaffold_1_R22	HiC_scaffold_1	6782264	6795885	13622	4	North-West_North Jylland (West)	0.0
EntNic_HiC_scaffold_1_R22	HiC_scaffold_1	6782264	6795885	13622	4	Outgroup_1	0.0
EntNic_HiC_scaffold_1_R22	HiC_scaffold_1	6782264	6795885	13622	4	South-East_East Jylland	0.488
EntNic_HiC_scaffold_1_R22	HiC_scaffold_1	6782264	6795885	13622	4	South-East_North Sjaeland	0.0
EntNic_HiC_scaffold_1_R22	HiC_scaffold_1	6782264	6795885	13622	4	South-East_Outgroup_2(East Jylland)	0.0
EntNic_HiC_scaffold_1_R22	HiC_scaffold_1	6782264	6795885	13622	4	South-East_South Costal Denmark	0.0
EntNic_HiC_scaffold_1_R23	HiC_scaffold_1	6796932	6966801	169870	22	North-West_Middle Jylland	0.057
EntNic_HiC_scaffold_1_R23	HiC_scaffold_1	6796932	6966801	169870	22	North-West_North Jylland (Middle)	0.782
EntNic_HiC_scaffold_1_R23	HiC_scaffold_1	6796932	6966801	169870	22	North-West_North Jylland (Top)	0.173
EntNic_HiC_scaffold_1_R23	HiC_scaffold_1	6796932	6966801	169870	22	North-West_North Jylland (West)	0.264
EntNic_HiC_scaffold_1_R23	HiC_scaffold_1	6796932	6966801	169870	22	Outgroup_1	0.01
EntNic_HiC_scaffold_1_R23	HiC_scaffold_1	6796932	6966801	169870	22	South-East_East Jylland	0.556
EntNic_HiC_scaffold_1_R23	HiC_scaffold_1	6796932	6966801	169870	22	South-East_North Sjaeland	0.119
EntNic_HiC_scaffold_1_R23	HiC_scaffold_1	6796932	6966801	169870	22	South-East_Outgroup_2(East Jylland)	0.0
EntNic_HiC_scaffold_1_R23	HiC_scaffold_1	6796932	6966801	169870	22	South-East_South Costal Denmark	0.01
EntNic_HiC_scaffold_1_R24	HiC_scaffold_1	7026709	7032324	5616	21	North-West_Middle Jylland	0.896
EntNic_HiC_scaffold_1_R24	HiC_scaffold_1	7026709	7032324	5616	21	North-West_North Jylland (Middle)	1.0
EntNic_HiC_scaffold_1_R24	HiC_scaffold_1	7026709	7032324	5616	21	North-West_North Jylland (Top)	0.0
EntNic_HiC_scaffold_1_R24	HiC_scaffold_1	7026709	7032324	5616	21	North-West_North Jylland (West)	1.0
EntNic_HiC_scaffold_1_R24	HiC_scaffold_1	7026709	7032324	5616	21	Outgroup_1	1.0
EntNic_HiC_scaffold_1_R24	HiC_scaffold_1	7026709	7032324	5616	21	South-East_East Jylland	1.0
EntNic_HiC_scaffold_1_R24	HiC_scaffold_1	7026709	7032324	5616	21	South-East_North Sjaeland	0.868
EntNic_HiC_scaffold_1_R24	HiC_scaffold_1	7026709	7032324	5616	21	South-East_Outgroup_2(East Jylland)	0.0
EntNic_HiC_scaffold_1_R24	HiC_scaffold_1	7026709	7032324	5616	21	South-East_South Costal Denmark	1.0
EntNic_HiC_scaffold_1_R25	HiC_scaffold_1	8880198	8890970	10773	1	North-West_Middle Jylland	0.0
EntNic_HiC_scaffold_1_R25	HiC_scaffold_1	8880198	8890970	10773	1	North-West_North Jylland (Middle)	1.0
EntNic_HiC_scaffold_1_R25	HiC_scaffold_1	8880198	8890970	10773	1	North-West_North Jylland (Top)	0.0
EntNic_HiC_scaffold_1_R25	HiC_scaffold_1	8880198	8890970	10773	1	North-West_North Jylland (West)	0.0
EntNic_HiC_scaffold_1_R25	HiC_scaffold_1	8880198	8890970	10773	1	Outgroup_1	0.0
EntNic_HiC_scaffold_1_R25	HiC_scaffold_1	8880198	8890970	10773	1	South-East_East Jylland	0.0
EntNic_HiC_scaffold_1_R25	HiC_scaffold_1	8880198	8890970	10773	1	South-East_North Sjaeland	0.0
EntNic_HiC_scaffold_1_R25	HiC_scaffold_1	8880198	8890970	10773	1	South-East_Outgroup_2(East Jylland)	0.0
EntNic_HiC_scaffold_1_R25	HiC_scaffold_1	8880198	8890970	10773	1	South-East_South Costal Denmark	0.0
EntNic_HiC_scaffold_1_R26	HiC_scaffold_1	9010524	9015318	4795	1	North-West_Middle Jylland	0.0
EntNic_HiC_scaffold_1_R26	HiC_scaffold_1	9010524	9015318	4795	1	North-West_North Jylland (Middle)	0.0
EntNic_HiC_scaffold_1_R26	HiC_scaffold_1	9010524	9015318	4795	1	North-West_North Jylland (Top)	0.0
EntNic_HiC_scaffold_1_R26	HiC_scaffold_1	9010524	9015318	4795	1	North-West_North Jylland (West)	0.0
EntNic_HiC_scaffold_1_R26	HiC_scaffold_1	9010524	9015318	4795	1	Outgroup_1	0.0
EntNic_HiC_scaffold_1_R26	HiC_scaffold_1	9010524	9015318	4795	1	South-East_East Jylland	0.0
EntNic_HiC_scaffold_1_R26	HiC_scaffold_1	9010524	9015318	4795	1	South-East_North Sjaeland	0.0
EntNic_HiC_scaffold_1_R26	HiC_scaffold_1	9010524	9015318	4795	1	South-East_Outgroup_2(East Jylland)	0.0
EntNic_HiC_scaffold_1_R26	HiC_scaffold_1	9010524	9015318	4795	1	South-East_South Costal Denmark	1.0
EntNic_HiC_scaffold_1_R27	HiC_scaffold_1	9018914	9047895	28982	9	North-West_Middle Jylland	0.0
EntNic_HiC_scaffold_1_R27	HiC_scaffold_1	9018914	9047895	28982	9	North-West_North Jylland (Middle)	0.0
EntNic_HiC_scaffold_1_R27	HiC_scaffold_1	9018914	9047895	28982	9	North-West_North Jylland (Top)	0.0
EntNic_HiC_scaffold_1_R27	HiC_scaffold_1	9018914	9047895	28982	9	North-West_North Jylland (West)	0.0
EntNic_HiC_scaffold_1_R27	HiC_scaffold_1	9018914	9047895	28982	9	Outgroup_1	0.977
EntNic_HiC_scaffold_1_R27	HiC_scaffold_1	9018914	9047895	28982	9	South-East_East Jylland	0.037
EntNic_HiC_scaffold_1_R27	HiC_scaffold_1	9018914	9047895	28982	9	South-East_North Sjaeland	1.0
EntNic_HiC_scaffold_1_R27	HiC_scaffold_1	9018914	9047895	28982	9	South-East_Outgroup_2(East Jylland)	0.0
EntNic_HiC_scaffold_1_R27	HiC_scaffold_1	9018914	9047895	28982	9	South-East_South Costal Denmark	0.543
EntNic_HiC_scaffold_1_R29	HiC_scaffold_1	14101905	14114635	12731	4	North-West_Middle Jylland	0.0
EntNic_HiC_scaffold_1_R29	HiC_scaffold_1	14101905	14114635	12731	4	North-West_North Jylland (Middle)	0.0
EntNic_HiC_scaffold_1_R29	HiC_scaffold_1	14101905	14114635	12731	4	North-West_North Jylland (Top)	0.0
EntNic_HiC_scaffold_1_R29	HiC_scaffold_1	14101905	14114635	12731	4	North-West_North Jylland (West)	0.0
EntNic_HiC_scaffold_1_R29	HiC_scaffold_1	14101905	14114635	12731	4	Outgroup_1	0.0
EntNic_HiC_scaffold_1_R29	HiC_scaffold_1	14101905	14114635	12731	4	South-East_East Jylland	1.0
EntNic_HiC_scaffold_1_R29	HiC_scaffold_1	14101905	14114635	12731	4	South-East_North Sjaeland	0.0
