region_id	species	chromosome	start	end	num_populations	population_id	peak_start	peak_end	overlap_fraction	highest_LR	lowest_alpha
EntNic_HiC_scaffold_1_R2	EntNic	HiC_scaffold_1	687519	773649	16	EntNic_GSJ-C274	748292	748839	0.00636	69.32313	0.000326534
EntNic_HiC_scaffold_1_R2	EntNic	HiC_scaffold_1	687519	773649	16	EntNic_LEJ-C64	749093	749851	0.00881	83.4854	0.0003820355
EntNic_HiC_scaffold_1_R2	EntNic	HiC_scaffold_1	687519	773649	16	EntNic_TOJ-C71	763904	773649	0.11315	58.20504	3.260983e-05
EntNic_HiC_scaffold_1_R3	EntNic	HiC_scaffold_1	1100570	1104789	1	EntNic_JEJ-C119	1100570	1104789	1.0	107.79805	0.0001660638
EntNic_HiC_scaffold_1_R4	EntNic	HiC_scaffold_1	1127465	1130399	1	EntNic_GEJ-C42	1127465	1130399	1.0	79.17896	0.000224228
EntNic_HiC_scaffold_1_R5	EntNic	HiC_scaffold_1	1228316	1246145	7	EntNic_KRS-C23	1228316	1246145	1.0	155.44448	7.614466e-05
EntNic_HiC_scaffold_1_R5	EntNic	HiC_scaffold_1	1228316	1246145	7	EntNic_BRS-C268	1230129	1240887	0.60342	125.29147	8.822514e-05
EntNic_HiC_scaffold_1_R5	EntNic	HiC_scaffold_1	1228316	1246145	7	EntNic_ORoe-C299	1231776	1244152	0.69417	104.28263	9.216449e-05
EntNic_HiC_scaffold_1_R5	EntNic	HiC_scaffold_1	1228316	1246145	7	EntNic_STF-C266	1231784	1235339	0.19944	73.12041	0.0001073772
EntNic_HiC_scaffold_1_R5	EntNic	HiC_scaffold_1	1228316	1246145	7	EntNic_LEJ-C64	1231784	1236553	0.26753	88.90964	0.0001765995
EntNic_HiC_scaffold_1_R5	EntNic	HiC_scaffold_1	1228316	1246145	7	EntNic_GEJ-C42	1233797	1236355	0.14352	51.4073	0.000377073
EntNic_HiC_scaffold_1_R5	EntNic	HiC_scaffold_1	1228316	1246145	7	EntNic_DSJ-C190	1237186	1244152	0.39075	74.27871	0.0001101071
EntNic_HiC_scaffold_1_R6	EntNic	HiC_scaffold_1	1271539	1289428	12	EntNic_SKJ-C216	1271539	1283510	0.6692	99.535	5.851222e-05
EntNic_HiC_scaffold_1_R6	EntNic	HiC_scaffold_1	1271539	1289428	12	EntNic_SKJ-C16	1271539	1288835	0.96685	115.65623	5.681885e-05
EntNic_HiC_scaffold_1_R6	EntNic	HiC_scaffold_1	1271539	1289428	12	EntNic_GEJ-C42	1271539	1287628	0.89939	83.85249	3.228057e-05
EntNic_HiC_scaffold_1_R6	EntNic	HiC_scaffold_1	1271539	1289428	12	EntNic_SBJ-C52	1271560	1271560	6e-05	53.46843	3.696128e-05
EntNic_HiC_scaffold_1_R6	EntNic	HiC_scaffold_1	1271539	1289428	12	EntNic_RDJ-C344	1275403	1283869	0.47328	131.32945	6.267265e-05
EntNic_HiC_scaffold_1_R6	EntNic	HiC_scaffold_1	1271539	1289428	12	EntNic_SUJ-C130	1278845	1285998	0.39989	120.38992	5.386914e-05
EntNic_HiC_scaffold_1_R6	EntNic	HiC_scaffold_1	1271539	1289428	12	EntNic_NOJ-C37	1278845	1280161	0.07362	50.25709	0.0001707791
EntNic_HiC_scaffold_1_R6	EntNic	HiC_scaffold_1	1271539	1289428	12	EntNic_BIJ-C30	1278850	1280012	0.06501	63.2808	0.0001370525
EntNic_HiC_scaffold_1_R6	EntNic	HiC_scaffold_1	1271539	1289428	12	EntNic_JHJ-C220	1278850	1282620	0.21079	62.40294	0.0001314013
EntNic_HiC_scaffold_1_R6	EntNic	HiC_scaffold_1	1271539	1289428	12	EntNic_SBJ-C52	1278850	1289428	0.59134	125.95543	5.173162e-05
EntNic_HiC_scaffold_1_R6	EntNic	HiC_scaffold_1	1271539	1289428	12	EntNic_FUR-C230	1278850	1282867	0.22459	82.15443	0.000108229
EntNic_HiC_scaffold_1_R6	EntNic	HiC_scaffold_1	1271539	1289428	12	EntNic_TOJ-C71	1278850	1282839	0.22303	59.58152	0.0002002977
EntNic_HiC_scaffold_1_R6	EntNic	HiC_scaffold_1	1271539	1289428	12	EntNic_LVJ-C76	1280307	1282777	0.13812	58.29315	8.388785e-05
EntNic_HiC_scaffold_1_R7	EntNic	HiC_scaffold_1	1477345	1486545	5	EntNic_JoeJ-C252	1477345	1486545	1.0	121.88636	5.247746e-05
EntNic_HiC_scaffold_1_R7	EntNic	HiC_scaffold_1	1477345	1486545	5	EntNic_BJJ-C34	1477345	1485263	0.86067	77.14971	9.33322e-05
EntNic_HiC_scaffold_1_R7	EntNic	HiC_scaffold_1	1477345	1486545	5	EntNic_LEJ-C64	1477998	1481932	0.42767	91.42207	7.602777e-05
EntNic_HiC_scaffold_1_R7	EntNic	HiC_scaffold_1	1477345	1486545	5	EntNic_FUR-C230	1478322	1486545	0.89382	92.99345	9.482636e-05
EntNic_HiC_scaffold_1_R7	EntNic	HiC_scaffold_1	1477345	1486545	5	EntNic_SKJ-C216	1483505	1484164	0.07173	57.07183	0.000172362
EntNic_HiC_scaffold_1_R8	EntNic	HiC_scaffold_1	2308189	2348621	8	EntNic_JEJ-C119	2308189	2326770	0.45958	137.38113	8.700654e-05
EntNic_HiC_scaffold_1_R8	EntNic	HiC_scaffold_1	2308189	2348621	8	EntNic_SSJ-C259	2308361	2326770	0.45532	234.65513	3.630928e-05
EntNic_HiC_scaffold_1_R8	EntNic	HiC_scaffold_1	2308189	2348621	8	EntNic_VAJ-C24	2308361	2348621	0.99575	244.21791	1.264196e-05
EntNic_HiC_scaffold_1_R8	EntNic	HiC_scaffold_1	2308189	2348621	8	EntNic_GoeJ-C19	2310269	2310542	0.00678	55.31043	0.001107134
EntNic_HiC_scaffold_1_R8	EntNic	HiC_scaffold_1	2308189	2348621	8	EntNic_SBJ-C52	2318162	2320016	0.04588	70.17113	0.0001428907
EntNic_HiC_scaffold_1_R8	EntNic	HiC_scaffold_1	2308189	2348621	8	EntNic_BJJ-C34	2318164	2320009	0.04566	53.16659	0.0002112736
EntNic_HiC_scaffold_1_R8	EntNic	HiC_scaffold_1	2308189	2348621	8	EntNic_LVJ-C76	2318164	2320000	0.04543	54.1868	0.0001504052
EntNic_HiC_scaffold_1_R8	EntNic	HiC_scaffold_1	2308189	2348621	8	EntNic_GoeJ-C19	2320099	2326563	0.15989	75.57282	0.0001338937
EntNic_HiC_scaffold_1_R8	EntNic	HiC_scaffold_1	2308189	2348621	8	EntNic_SKJ-C16	2320327	2326776	0.15952	82.34382	6.770272e-05
EntNic_HiC_scaffold_1_R9	EntNic	HiC_scaffold_1	2391441	2396817	1	EntNic_JEJ-C119	2391441	2396817	1.0	54.39571	7.20728e-05
EntNic_HiC_scaffold_1_R10	EntNic	HiC_scaffold_1	2512307	2512310	1	EntNic_VAJ-C24	2512307	2512310	1.0	54.11791	3.748376e-06
EntNic_HiC_scaffold_1_R11	EntNic	HiC_scaffold_1	3108487	3137368	21	EntNic_MSJ-C2	3108487	3113399	0.17011	140.65924	0.0002499256
EntNic_HiC_scaffold_1_R11	EntNic	HiC_scaffold_1	3108487	3137368	21	EntNic_DSJ-C190	3109476	3111044	0.05432	111.52643	0.000194589
EntNic_HiC_scaffold_1_R11	EntNic	HiC_scaffold_1	3108487	3137368	21	EntNic_JHJ-C220	3109479	3110028	0.01904	52.45801	0.0003053101
EntNic_HiC_scaffold_1_R11	EntNic	HiC_scaffold_1	3108487	3137368	21	EntNic_UTJ-C22	3109509	3116518	0.24271	120.24498	0.0001857834
EntNic_HiC_scaffold_1_R11	EntNic	HiC_scaffold_1	3108487	3137368	21	EntNic_GEJ-C42	3109509	3130590	0.72994	317.56875	5.700382e-05
EntNic_HiC_scaffold_1_R11	EntNic	HiC_scaffold_1	3108487	3137368	21	EntNic_aaRJ-C225	3111510	3111566	0.00197	71.71488	0.0006870656
EntNic_HiC_scaffold_1_R11	EntNic	HiC_scaffold_1	3108487	3137368	21	EntNic_LEJ-C64	3112519	3116557	0.13984	96.39139	0.0002010219
EntNic_HiC_scaffold_1_R11	EntNic	HiC_scaffold_1	3108487	3137368	21	EntNic_ULJ-C60	3114172	3117823	0.12645	139.82371	0.0001253523
EntNic_HiC_scaffold_1_R11	EntNic	HiC_scaffold_1	3108487	3137368	21	EntNic_DSJ-C190	3116881	3121720	0.16758	145.12073	0.0001130024
EntNic_HiC_scaffold_1_R11	EntNic	HiC_scaffold_1	3108487	3137368	21	EntNic_aaRJ-C225	3118079	3131994	0.48182	523.95394	4.913366e-05
EntNic_HiC_scaffold_1_R11	EntNic	HiC_scaffold_1	3108487	3137368	21	EntNic_SKJ-C216	3119438	3130590	0.38616	304.04946	6.361363e-05
EntNic_HiC_scaffold_1_R11	EntNic	HiC_scaffold_1	3108487	3137368	21	EntNic_SKJ-C16	3119438	3131469	0.41659	418.86496	5.481175e-05
EntNic_HiC_scaffold_1_R11	EntNic	HiC_scaffold_1	3108487	3137368	21	EntNic_JHJ-C220	3122751	3127844	0.17637	90.13672	0.0002030971
EntNic_HiC_scaffold_1_R11	EntNic	HiC_scaffold_1	3108487	3137368	21	EntNic_GUS-C41	3123427	3135310	0.41147	81.7821	0.0001682045
EntNic_HiC_scaffold_1_R11	EntNic	HiC_scaffold_1	3108487	3137368	21	EntNic_ORoe-C299	3123510	3124794	0.04449	135.48527	0.0001113817
EntNic_HiC_scaffold_1_R11	EntNic	HiC_scaffold_1	3108487	3137368	21	EntNic_BRS-C268	3123884	3126274	0.08279	51.20882	0.0002580772
EntNic_HiC_scaffold_1_R11	EntNic	HiC_scaffold_1	3108487	3137368	21	EntNic_FHJ-C38	3123884	3126274	0.08279	56.49663	0.0002981236
EntNic_HiC_scaffold_1_R11	EntNic	HiC_scaffold_1	3108487	3137368	21	EntNic_MMS-C295	3123884	3130900	0.24295	80.60124	0.0001981848
EntNic_HiC_scaffold_1_R11	EntNic	HiC_scaffold_1	3108487	3137368	21	EntNic_KRS-C23	3123884	3126274	0.08279	74.62999	0.0002464215
EntNic_HiC_scaffold_1_R11	EntNic	HiC_scaffold_1	3108487	3137368	21	EntNic_HHJ-C162	3123973	3137368	0.46382	269.21322	9.993112e-05
EntNic_HiC_scaffold_1_R11	EntNic	HiC_scaffold_1	3108487	3137368	21	EntNic_MSJ-C2	3123973	3131474	0.25975	145.46932	0.0001506904
EntNic_HiC_scaffold_1_R11	EntNic	HiC_scaffold_1	3108487	3137368	21	EntNic_DoeJ-C27	3124745	3127844	0.10733	63.94617	0.0002450867
EntNic_HiC_scaffold_1_R11	EntNic	HiC_scaffold_1	3108487	3137368	21	EntNic_RDJ-C344	3124745	3127291	0.08819	77.3189	0.0001463802
EntNic_HiC_scaffold_1_R11	EntNic	HiC_scaffold_1	3108487	3137368	21	EntNic_LVJ-C76	3125989	3127930	0.06724	89.77762	0.0001331748
EntNic_HiC_scaffold_1_R11	EntNic	HiC_scaffold_1	3108487	3137368	21	EntNic_SSJ-C259	3125989	3129919	0.13611	103.02394	0.0001999585
EntNic_HiC_scaffold_1_R11	EntNic	HiC_scaffold_1	3108487	3137368	21	EntNic_ULJ-C60	3125989	3127291	0.04511	67.21982	0.000171991
EntNic_HiC_scaffold_1_R12	EntNic	HiC_scaffold_1	3139011	3170224	8	EntNic_JoeJ-C252	3139011	3147903	0.2849	83.37805	7.384306e-05
EntNic_HiC_scaffold_1_R12	EntNic	HiC_scaffold_1	3139011	3170224	8	EntNic_SSJ-C259	3139024	3147478	0.27087	180.2465	5.503566e-05
EntNic_HiC_scaffold_1_R12	EntNic	HiC_scaffold_1	3139011	3170224	8	EntNic_LEJ-C64	3145857	3151031	0.16579	60.3533	0.0003955278
EntNic_HiC_scaffold_1_R12	EntNic	HiC_scaffold_1	3139011	3170224	8	EntNic_SUJ-C130	3146934	3151031	0.13129	87.35266	0.00038054
EntNic_HiC_scaffold_1_R12	EntNic	HiC_scaffold_1	3139011	3170224	8	EntNic_BJJ-C34	3147379	3169432	0.70654	245.06759	6.443626e-05
EntNic_HiC_scaffold_1_R12	EntNic	HiC_scaffold_1	3139011	3170224	8	EntNic_JoeJ-C252	3153680	3162615	0.28628	292.66442	5.541754e-05
EntNic_HiC_scaffold_1_R12	EntNic	HiC_scaffold_1	3139011	3170224	8	EntNic_GoeJ-C19	3157650	3159648	0.06404	74.98268	0.0001073617
EntNic_HiC_scaffold_1_R12	EntNic	HiC_scaffold_1	3139011	3170224	8	EntNic_TOJ-C71	3157906	3159648	0.05584	58.20415	0.0002675852
EntNic_HiC_scaffold_1_R12	EntNic	HiC_scaffold_1	3139011	3170224	8	EntNic_GSJ-C274	3157906	3159656	0.0561	52.13045	0.0003694139
EntNic_HiC_scaffold_1_R12	EntNic	HiC_scaffold_1	3139011	3170224	8	EntNic_SSJ-C259	3160304	3163198	0.09275	72.68146	0.0001920817
EntNic_HiC_scaffold_1_R12	EntNic	HiC_scaffold_1	3139011	3170224	8	EntNic_JoeJ-C252	3169330	3170224	0.02867	55.78111	0.0001991464
EntNic_HiC_scaffold_1_R13	EntNic	HiC_scaffold_1	3173281	3174522	1	EntNic_HHJ-C162	3173281	3174522	1.0	58.88596	0.0004983258
EntNic_HiC_scaffold_1_R14	EntNic	HiC_scaffold_1	3246173	3247616	1	EntNic_JHJ-C220	3246173	3247616	1.0	56.29496	0.0002824189
EntNic_HiC_scaffold_1_R15	EntNic	HiC_scaffold_1	3378242	3385300	5	EntNic_SKS-C55	3378242	3379022	0.11064	102.24895	0.0005289935
EntNic_HiC_scaffold_1_R15	EntNic	HiC_scaffold_1	3378242	3385300	5	EntNic_aaRJ-C225	3378363	3385300	0.98286	175.31933	0.0001004515
EntNic_HiC_scaffold_1_R15	EntNic	HiC_scaffold_1	3378242	3385300	5	EntNic_SKJ-C16	3379510	3385300	0.82037	94.36174	0.0001140264
EntNic_HiC_scaffold_1_R15	EntNic	HiC_scaffold_1	3378242	3385300	5	EntNic_JHJ-C220	3379990	3379990	0.00014	53.67793	0.001338123
EntNic_HiC_scaffold_1_R15	EntNic	HiC_scaffold_1	3378242	3385300	5	EntNic_SKJ-C216	3379990	3384926	0.69939	71.58692	0.000180009
EntNic_HiC_scaffold_1_R16	EntNic	HiC_scaffold_1	3441529	3457221	1	EntNic_ORoe-C299	3441529	3457221	1.0	148.61131	4.743419e-05
EntNic_HiC_scaffold_1_R17	EntNic	HiC_scaffold_1	3585064	3588563	1	EntNic_aeRoe-C36	3585064	3588563	1.0	122.20029	0.0001294352
EntNic_HiC_scaffold_1_R18	EntNic	HiC_scaffold_1	3613873	3622171	2	EntNic_STF-C266	3613873	3622171	1.0	87.46532	1.489598e-05
EntNic_HiC_scaffold_1_R18	EntNic	HiC_scaffold_1	3613873	3622171	2	EntNic_aeRoe-C36	3613873	3622171	1.0	189.73993	1.048941e-05
EntNic_HiC_scaffold_1_R19	EntNic	HiC_scaffold_1	5198246	5199494	1	EntNic_GUS-C41	5198246	5199494	1.0	124.73258	8.929271e-05
EntNic_HiC_scaffold_1_R20	EntNic	HiC_scaffold_1	6626153	6629439	1	EntNic_MSJ-C2	6626153	6629439	1.0	66.77286	0.0001645213
EntNic_HiC_scaffold_1_R21	EntNic	HiC_scaffold_1	6646442	6650430	2	EntNic_GoeJ-C19	6646442	6650430	1.0	92.57009	7.425556e-05
EntNic_HiC_scaffold_1_R21	EntNic	HiC_scaffold_1	6646442	6650430	2	EntNic_MSJ-C2	6648535	6650430	0.47531	84.88919	3.658717e-05
EntNic_HiC_scaffold_1_R22	EntNic	HiC_scaffold_1	6782264	6795885	4	EntNic_GEJ-C42	6782264	6788904	0.48752	55.19303	0.0002658093
EntNic_HiC_scaffold_1_R22	EntNic	HiC_scaffold_1	6782264	6795885	4	EntNic_KLJ-C127	6782264	6795885	1.0	72.83775	7.021229e-05
EntNic_HiC_scaffold_1_R22	EntNic	HiC_scaffold_1	6782264	6795885	4	EntNic_UTJ-C22	6782264	6788904	0.48752	57.30581	0.0002043007
EntNic_HiC_scaffold_1_R22	EntNic	HiC_scaffold_1	6782264	6795885	4	EntNic_SUJ-C130	6783470	6795885	0.91147	55.41667	7.672304e-05
EntNic_HiC_scaffold_1_R23	EntNic	HiC_scaffold_1	6796932	6966801	22	EntNic_HAS-C59	6796932	6817156	0.11906	119.11521	3.086306e-05
EntNic_HiC_scaffold_1_R23	EntNic	HiC_scaffold_1	6796932	6966801	22	EntNic_SSJ-C259	6796932	6802232	0.03121	100.34375	4.100699e-05
EntNic_HiC_scaffold_1_R23	EntNic	HiC_scaffold_1	6796932	6966801	22	EntNic_GEJ-C42	6799899	6857116	0.33683	290.67226	1.777882e-05
EntNic_HiC_scaffold_1_R23	EntNic	HiC_scaffold_1	6796932	6966801	22	EntNic_SUJ-C130	6814691	6844055	0.17287	444.45969	1.455994e-05
EntNic_HiC_scaffold_1_R23	EntNic	HiC_scaffold_1	6796932	6966801	22	EntNic_DoeJ-C27	6814691	6828714	0.08256	162.86962	4.210044e-05
EntNic_HiC_scaffold_1_R23	EntNic	HiC_scaffold_1	6796932	6966801	22	EntNic_LEJ-C64	6814691	6821317	0.03901	133.44189	5.094843e-05
EntNic_HiC_scaffold_1_R23	EntNic	HiC_scaffold_1	6796932	6966801	22	EntNic_MSJ-C2	6814691	6857109	0.24971	392.85994	1.367755e-05
EntNic_HiC_scaffold_1_R23	EntNic	HiC_scaffold_1	6796932	6966801	22	EntNic_GSJ-C274	6814691	6859514	0.26387	291.57179	1.387685e-05
EntNic_HiC_scaffold_1_R23	EntNic	HiC_scaffold_1	6796932	6966801	22	EntNic_TOJ-C71	6814691	6834389	0.11597	161.86507	3.47303e-05
EntNic_HiC_scaffold_1_R23	EntNic	HiC_scaffold_1	6796932	6966801	22	EntNic_BJJ-C34	6814691	6859514	0.26387	535.78123	1.32051e-05
EntNic_HiC_scaffold_1_R23	EntNic	HiC_scaffold_1	6796932	6966801	22	EntNic_MMS-C295	6814980	6814982	2e-05	83.87071	5.197876e-05
EntNic_HiC_scaffold_1_R23	EntNic	HiC_scaffold_1	6796932	6966801	22	EntNic_SSJ-C259	6814980	6819686	0.02771	75.38448	6.648528e-05
EntNic_HiC_scaffold_1_R23	EntNic	HiC_scaffold_1	6796932	6966801	22	EntNic_KRS-C23	6814980	6814982	2e-05	56.9418	5.894374e-05
EntNic_HiC_scaffold_1_R23	EntNic	HiC_scaffold_1	6796932	6966801	22	EntNic_KLJ-C127	6814980	6838105	0.13614	174.79906	3.138917e-05
EntNic_HiC_scaffold_1_R23	EntNic	HiC_scaffold_1	6796932	6966801	22	EntNic_FUR-C230	6816670	6838077	0.12603	117.56291	3.458191e-05
EntNic_HiC_scaffold_1_R23	EntNic	HiC_scaffold_1	6796932	6966801	22	EntNic_UTJ-C22	6817156	6819877	0.01602	52.25041	0.0003264665
EntNic_HiC_scaffold_1_R23	EntNic	HiC_scaffold_1	6796932	6966801	22	EntNic_MMS-C295	6820409	6822040	0.00961	61.64077	0.0001871071
EntNic_HiC_scaffold_1_R23	EntNic	HiC_scaffold_1	6796932	6966801	22	EntNic_VAJ-C24	6821649	6823263	0.00951	74.26555	0.0004313601
EntNic_HiC_scaffold_1_R23	EntNic	HiC_scaffold_1	6796932	6966801	22	EntNic_NOJ-C37	6827239	6838452	0.06602	93.52646	2.743101e-05
EntNic_HiC_scaffold_1_R23	EntNic	HiC_scaffold_1	6796932	6966801	22	EntNic_ULJ-C60	6829335	6962145	0.78184	480.53983	1.451507e-05
EntNic_HiC_scaffold_1_R23	EntNic	HiC_scaffold_1	6796932	6966801	22	EntNic_HAS-C59	6838742	6847038	0.04884	88.35479	4.485338e-05
EntNic_HiC_scaffold_1_R23	EntNic	HiC_scaffold_1	6796932	6966801	22	EntNic_ORoe-C299	6838754	6845798	0.04147	61.11886	0.0001069383
EntNic_HiC_scaffold_1_R23	EntNic	HiC_scaffold_1	6796932	6966801	22	EntNic_RYJ-C139	6839130	6844057	0.02901	55.36976	4.056709e-05
EntNic_HiC_scaffold_1_R23	EntNic	HiC_scaffold_1	6796932	6966801	22	EntNic_TOJ-C71	6839885	6857016	0.10085	72.34082	4.479224e-05
EntNic_HiC_scaffold_1_R23	EntNic	HiC_scaffold_1	6796932	6966801	22	EntNic_BIJ-C30	6845034	6846171	0.0067	54.72425	0.0003253456
EntNic_HiC_scaffold_1_R23	EntNic	HiC_scaffold_1	6796932	6966801	22	EntNic_MSJ-C2	6872333	6966801	0.55613	289.38411	7.502128e-06
EntNic_HiC_scaffold_1_R23	EntNic	HiC_scaffold_1	6796932	6966801	22	EntNic_SUJ-C130	6874119	6874300	0.00107	54.67279	0.000737103
EntNic_HiC_scaffold_1_R23	EntNic	HiC_scaffold_1	6796932	6966801	22	EntNic_GEJ-C42	6874911	6875671	0.00448	63.88285	0.0004149952
EntNic_HiC_scaffold_1_R23	EntNic	HiC_scaffold_1	6796932	6966801	22	EntNic_SHJ-C48	6875207	6884863	0.05685	146.57534	5.722694e-05
EntNic_HiC_scaffold_1_R23	EntNic	HiC_scaffold_1	6796932	6966801	22	EntNic_NOJ-C37	6963645	6965117	0.00867	83.62451	0.0003366426
EntNic_HiC_scaffold_1_R23	EntNic	HiC_scaffold_1	6796932	6966801	22	EntNic_SHJ-C48	6963696	6965025	0.00783	93.36666	0.0003115928
EntNic_HiC_scaffold_1_R23	EntNic	HiC_scaffold_1	6796932	6966801	22	EntNic_RYJ-C139	6963740	6965025	0.00757	65.65475	0.0004309421
EntNic_HiC_scaffold_1_R23	EntNic	HiC_scaffold_1	6796932	6966801	22	EntNic_GSJ-C274	6963892	6964993	0.00649	61.84741	0.0004075838
EntNic_HiC_scaffold_1_R24	EntNic	HiC_scaffold_1	7026709	7032324	21	EntNic_GUS-C41	7026709	7031585	0.86841	167.29894	6.880684e-05
EntNic_HiC_scaffold_1_R24	EntNic	HiC_scaffold_1	7026709	7032324	21	EntNic_FHJ-C38	7026709	7032324	1.0	263.43587	3.542569e-05
EntNic_HiC_scaffold_1_R24	EntNic	HiC_scaffold_1	7026709	7032324	21	EntNic_SSJ-C259	7026709	7031741	0.89619	95.04013	0.0001029774
EntNic_HiC_scaffold_1_R24	EntNic	HiC_scaffold_1	7026709	7032324	21	EntNic_DSJ-C190	7026709	7032324	1.0	258.61139	3.113897e-05
EntNic_HiC_scaffold_1_R24	EntNic	HiC_scaffold_1	7026709	7032324	21	EntNic_HHJ-C162	7026709	7032269	0.99021	213.43198	5.789712e-05
EntNic_HiC_scaffold_1_R24	EntNic	HiC_scaffold_1	7026709	7032324	21	EntNic_STF-C266	7026709	7032324	1.0	326.70765	2.34175e-05
EntNic_HiC_scaffold_1_R24	EntNic	HiC_scaffold_1	7026709	7032324	21	EntNic_MMS-C295	7026709	7032324	1.0	389.52939	2.250506e-05
EntNic_HiC_scaffold_1_R24	EntNic	HiC_scaffold_1	7026709	7032324	21	EntNic_LEJ-C64	7026709	7032324	1.0	240.30205	3.466154e-05
EntNic_HiC_scaffold_1_R24	EntNic	HiC_scaffold_1	7026709	7032324	21	EntNic_KRS-C23	7026709	7032324	1.0	339.03803	2.041153e-05
EntNic_HiC_scaffold_1_R24	EntNic	HiC_scaffold_1	7026709	7032324	21	EntNic_DoeJ-C27	7026709	7032324	1.0	161.67954	7.881356e-05
EntNic_HiC_scaffold_1_R24	EntNic	HiC_scaffold_1	7026709	7032324	21	EntNic_KOS-C293	7026709	7032324	1.0	405.63655	2.638345e-05
EntNic_HiC_scaffold_1_R24	EntNic	HiC_scaffold_1	7026709	7032324	21	EntNic_UTJ-C22	7026709	7031785	0.90402	265.30559	3.490964e-05
EntNic_HiC_scaffold_1_R24	EntNic	HiC_scaffold_1	7026709	7032324	21	EntNic_aeRoe-C36	7026709	7032324	1.0	341.71197	2.571373e-05
